"subject","condition","pretty_condition","study","term","mode","question","q","answer","correct","rt_s","response","num_o","IMPASSE","score_TRI","score_ORTH","score_BOTH","score_SAT_left","score_SAT_right","score_TV_max","score_TV_start","score_TV_end","score_TV_duration","score_REF","score_ABS","score_niceABS","score_TVERSKY","tv_type","score_SATISFICE","sat_type","top_score","top_type","range","int2","interpretation","high_interpretation","override","score_SCALED","score_STATE"
"7SYZM","1113","cross","SGC4B","winter22","asynch","Which shift(s) are six hours long?",6,"E,G",TRUE,13.055,"EG",2,"none",1,1,1,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,1,"score_TRI",0,"both tri + orth","both tri + orth","pos.trans","",0.5,"tri-like"
"7SYZM","1113","cross","SGC4B","winter22","asynch","Which 2 shifts less than 5 hours long start at the same time?",7,"B,F",FALSE,23.91,"BF",2,"none",-0.125,1,0.5,NA,NA,-0.2,-0.125,-0.142857142857143,-0.125,0,0,0,-0.125,"score_TV_start",NA,NA,1,"score_ORTH",1.125,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"7SYZM","1113","cross","SGC4B","winter22","asynch","Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",8,"E",FALSE,74.263,"E",1,"none",-0.0666666666666667,1,0.5,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,1,"score_ORTH",1.06666666666667,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"7SYZM","1113","cross","SGC4B","winter22","asynch","Which shift(s) begins before J begins and ends during B?",9,"I",TRUE,29.134,"I",1,"none",1,1,1,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,1,"score_TRI",0,"both tri + orth","both tri + orth","pos.trans","",0.5,"tri-like"
"7SYZM","1113","cross","SGC4B","winter22","asynch","Which shift(s) end at the same time as F?",10,"E,X",FALSE,53.949,"EX",2,"none",0.9375,0.9375,1,NA,NA,0.261904761904762,-0.125,0.9375,-0.125,0,0,0,0.9375,"score_TV_end",NA,NA,0.9375,"score_TRI",0,"both tri + orth","both tri + orth","pos.trans","",0.5,"tri-like"
"7SYZM","1113","cross","SGC4B","winter22","asynch","Which shift(s) start at 12pm?",11,"B,F",FALSE,10.154,"BF",2,"none",-0.125,1,0.5,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,1,"score_ORTH",1.125,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"7SYZM","1113","cross","SGC4B","winter22","asynch","Which shift(s) start at the same time as F?",12,"B",FALSE,9.99,"B",1,"none",-0.0625,1,0.5,NA,NA,-0.0666666666666667,-0.0625,NA,-0.0625,0,0,0,-0.0625,"score_TV_start",NA,NA,1,"score_ORTH",1.0625,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"7SYZM","1113","cross","SGC4B","winter22","asynch","Which 2 shifts end when Z begins?",13,"F,X",FALSE,75.225,"FX",2,"none",0.433333333333333,1,0.666666666666667,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,1,"score_ORTH",0.566666666666667,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"7SYZM","1113","cross","SGC4B","winter22","asynch","Which shift(s) end at 3pm?",14,"B,X",FALSE,85.123,"BX",2,"none",0.941176470588235,0.941176470588235,1,NA,NA,0.178571428571429,NA,0.941176470588235,-0.133333333333333,0,0,0,0.941176470588235,"score_TV_end",NA,NA,0.941176470588235,"score_TRI",0,"both tri + orth","both tri + orth","pos.trans","",0.5,"tri-like"
"7SYZM","1113","cross","SGC4B","winter22","asynch","Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",15,"E,F",FALSE,61.893,"EF",2,"none",-0.125,1,0.5,NA,NA,-0.133333333333333,-0.117647058823529,NA,NA,0,0,0,-0.117647058823529,"score_TV_start",NA,NA,1,"score_ORTH",1.125,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"DUTP2","1113","cross","SGC4B","winter22","asynch","Which shift(s) start at 11 am?",1,"A",FALSE,21.432,"A",1,"none",-0.0769230769230769,1,0.5,NA,NA,-0.0833333333333333,-0.0769230769230769,-0.0714285714285714,NA,0,0,0,-0.0714285714285714,"score_TV_end",NA,NA,1,"score_ORTH",1.07692307692308,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"DUTP2","1113","cross","SGC4B","winter22","asynch","Which shift(s) start at the same time as D?",2,"E",FALSE,6.904,"E",1,"none",-0.0833333333333333,1,0.5,NA,NA,-0.111111111111111,-0.0909090909090909,-0.0769230769230769,-0.0769230769230769,0,0,0,-0.0769230769230769,"score_TV_end",NA,NA,1,"score_ORTH",1.08333333333333,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"DUTP2","1113","cross","SGC4B","winter22","asynch","Which shift(s) begin when C ends?",3,"O,I",FALSE,15.709,"IO",2,"none",-0.166666666666667,0,-0.153846153846154,NA,NA,0.0416666666666667,0.416666666666667,-0.166666666666667,-0.181818181818182,0,0,0,0.416666666666667,"score_TV_start",NA,NA,0.416666666666667,"score_TVERSKY",0.583333333333333,"Tversky","Tversky","pos.trans","",0.5,"tri-like"
"DUTP2","1113","cross","SGC4B","winter22","asynch","Which shift(s) end at 4 pm?",4,"D,E",FALSE,8.652,"DE",2,"none",-0.142857142857143,-0.166666666666667,-0.153846153846154,NA,NA,-0.153846153846154,-0.142857142857143,-0.142857142857143,NA,0,0,0,-0.142857142857143,"score_TV_start",NA,NA,-0.142857142857143,"score_TRI",0.0238095238095238,"?","?","neg.trans","",-0.5,"unknown"
"DUTP2","1113","cross","SGC4B","winter22","asynch","Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",5,"U",FALSE,18.134,"U",1,"none",-0.0909090909090909,1,0.5,NA,NA,0.333333333333333,-0.0769230769230769,0.5,NA,0,0,0,0.5,"score_TV_end",NA,NA,1,"score_ORTH",1.09090909090909,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"DUTP2","1113","cross","SGC4B","winter22","asynch","Which shift(s) are six hours long?",6,"E,G",TRUE,8.317,"EG",2,"none",1,1,1,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,1,"score_TRI",0,"both tri + orth","both tri + orth","pos.trans","",0.5,"tri-like"
"DUTP2","1113","cross","SGC4B","winter22","asynch","Which 2 shifts less than 5 hours long start at the same time?",7,"B,F",FALSE,15.54,"BF",2,"none",-0.125,1,0.5,NA,NA,-0.2,-0.125,-0.142857142857143,-0.125,0,0,0,-0.125,"score_TV_start",NA,NA,1,"score_ORTH",1.125,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"DUTP2","1113","cross","SGC4B","winter22","asynch","Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",8,"D,J,N",FALSE,26.857,"DJN",3,"none",-0.2,-0.214285714285714,-0.1875,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,-0.2,"score_TRI",0.0142857142857143,"?","?","neg.trans","",-0.5,"unknown"
"DUTP2","1113","cross","SGC4B","winter22","asynch","Which shift(s) begins before J begins and ends during B?",9,"I",TRUE,8.395,"I",1,"none",1,1,1,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,1,"score_TRI",0,"both tri + orth","both tri + orth","pos.trans","",0.5,"tri-like"
"DUTP2","1113","cross","SGC4B","winter22","asynch","Which shift(s) end at the same time as F?",10,"I",FALSE,7.468,"I",1,"none",-0.0625,-0.0625,-0.0625,NA,NA,-0.0714285714285714,-0.0625,-0.0625,-0.0625,0,0,0,-0.0625,"score_TV_start",NA,NA,-0.0625,"score_TRI",0,"?","?","neg.trans","",-0.5,"unknown"
"DUTP2","1113","cross","SGC4B","winter22","asynch","Which shift(s) start at 12pm?",11,"B,F",FALSE,6.668,"BF",2,"none",-0.125,1,0.5,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,1,"score_ORTH",1.125,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"DUTP2","1113","cross","SGC4B","winter22","asynch","Which shift(s) start at the same time as F?",12,"B",FALSE,8.197,"B",1,"none",-0.0625,1,0.5,NA,NA,-0.0666666666666667,-0.0625,NA,-0.0625,0,0,0,-0.0625,"score_TV_start",NA,NA,1,"score_ORTH",1.0625,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"DUTP2","1113","cross","SGC4B","winter22","asynch","Which 2 shifts end when Z begins?",13,"",FALSE,9.099,"",0,"none",0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,"score_TRI",0,"blank","blank","neutral","",0,"unknown"
"DUTP2","1113","cross","SGC4B","winter22","asynch","Which shift(s) end at 3pm?",14,"",FALSE,6.015,"",0,"none",0,0,0,NA,NA,0,NA,0,0,0,0,0,0,"score_TV_max",NA,NA,0,"score_TRI",0,"blank","blank","neutral","",0,"unknown"
"DUTP2","1113","cross","SGC4B","winter22","asynch","Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",15,"F",FALSE,10.628,"F",1,"none",-0.0625,0.5,0.25,NA,NA,-0.0666666666666667,-0.0588235294117647,NA,NA,0,0,0,-0.0588235294117647,"score_TV_start",NA,NA,0.5,"score_ORTH",0.5625,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"5C6EA","1113","cross","SGC4B","winter22","asynch","Which shift(s) start at 11 am?",1,"A",FALSE,30.699,"A",1,"none",-0.0769230769230769,1,0.5,NA,NA,-0.0833333333333333,-0.0769230769230769,-0.0714285714285714,NA,0,0,0,-0.0714285714285714,"score_TV_end",NA,NA,1,"score_ORTH",1.07692307692308,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"5C6EA","1113","cross","SGC4B","winter22","asynch","Which shift(s) start at the same time as D?",2,"E",FALSE,28.882,"E",1,"none",-0.0833333333333333,1,0.5,NA,NA,-0.111111111111111,-0.0909090909090909,-0.0769230769230769,-0.0769230769230769,0,0,0,-0.0769230769230769,"score_TV_end",NA,NA,1,"score_ORTH",1.08333333333333,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"5C6EA","1113","cross","SGC4B","winter22","asynch","Which shift(s) begin when C ends?",3,"Z",FALSE,12.907,"Z",1,"none",0,1,0.5,NA,NA,-0.125,-0.0833333333333333,0,-0.0909090909090909,0,0,0,0,"score_TV_end",NA,NA,1,"score_ORTH",1,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"5C6EA","1113","cross","SGC4B","winter22","asynch","Which shift(s) end at 4 pm?",4,"U",FALSE,16.369,"U",1,"none",-0.0714285714285714,1,0.5,NA,NA,-0.0769230769230769,-0.0714285714285714,-0.0714285714285714,NA,0,0,0,-0.0714285714285714,"score_TV_start",NA,NA,1,"score_ORTH",1.07142857142857,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"5C6EA","1113","cross","SGC4B","winter22","asynch","Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",5,"U",FALSE,82.486,"U",1,"none",-0.0909090909090909,1,0.5,NA,NA,0.333333333333333,-0.0769230769230769,0.5,NA,0,0,0,0.5,"score_TV_end",NA,NA,1,"score_ORTH",1.09090909090909,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"5C6EA","1113","cross","SGC4B","winter22","asynch","Which shift(s) are six hours long?",6,"E,G",TRUE,13.763,"EG",2,"none",1,1,1,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,1,"score_TRI",0,"both tri + orth","both tri + orth","pos.trans","",0.5,"tri-like"
"5C6EA","1113","cross","SGC4B","winter22","asynch","Which 2 shifts less than 5 hours long start at the same time?",7,"B,F",FALSE,20.927,"BF",2,"none",-0.125,1,0.5,NA,NA,-0.2,-0.125,-0.142857142857143,-0.125,0,0,0,-0.125,"score_TV_start",NA,NA,1,"score_ORTH",1.125,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"5C6EA","1113","cross","SGC4B","winter22","asynch","Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",8,"E",FALSE,35.829,"E",1,"none",-0.0666666666666667,1,0.5,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,1,"score_ORTH",1.06666666666667,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"5C6EA","1113","cross","SGC4B","winter22","asynch","Which shift(s) begins before J begins and ends during B?",9,"I",TRUE,22.68,"I",1,"none",1,1,1,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,1,"score_TRI",0,"both tri + orth","both tri + orth","pos.trans","",0.5,"tri-like"
"5C6EA","1113","cross","SGC4B","winter22","asynch","Which shift(s) end at the same time as F?",10,"F,X",FALSE,30.063,"FX",2,"none",-0.0625,1,0.4375,NA,NA,-0.0714285714285714,-0.0625,-0.0625,-0.0625,0,0,0,-0.0625,"score_TV_start",NA,NA,1,"score_ORTH",1.0625,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"5C6EA","1113","cross","SGC4B","winter22","asynch","Which shift(s) start at 12pm?",11,"B,F",FALSE,8.39,"BF",2,"none",-0.125,1,0.5,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,1,"score_ORTH",1.125,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"5C6EA","1113","cross","SGC4B","winter22","asynch","Which shift(s) start at the same time as F?",12,"B",FALSE,7.085,"B",1,"none",-0.0625,1,0.5,NA,NA,-0.0666666666666667,-0.0625,NA,-0.0625,0,0,0,-0.0625,"score_TV_start",NA,NA,1,"score_ORTH",1.0625,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"5C6EA","1113","cross","SGC4B","winter22","asynch","Which 2 shifts end when Z begins?",13,"F,X",FALSE,24.677,"FX",2,"none",0.433333333333333,1,0.666666666666667,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,1,"score_ORTH",0.566666666666667,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"5C6EA","1113","cross","SGC4B","winter22","asynch","Which shift(s) end at 3pm?",14,"B",FALSE,29.444,"B",1,"none",-0.0588235294117647,1,0.5,NA,NA,-0.0714285714285714,NA,-0.0588235294117647,-0.0666666666666667,0,0,0,-0.0588235294117647,"score_TV_end",NA,NA,1,"score_ORTH",1.05882352941176,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"5C6EA","1113","cross","SGC4B","winter22","asynch","Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",15,"E,F",FALSE,35.172,"EF",2,"none",-0.125,1,0.5,NA,NA,-0.133333333333333,-0.117647058823529,NA,NA,0,0,0,-0.117647058823529,"score_TV_start",NA,NA,1,"score_ORTH",1.125,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"EH1AK","1113","cross","SGC4B","winter22","asynch","Which shift(s) start at 11 am?",1,"A",FALSE,15.365,"A",1,"none",-0.0769230769230769,1,0.5,NA,NA,-0.0833333333333333,-0.0769230769230769,-0.0714285714285714,NA,0,0,0,-0.0714285714285714,"score_TV_end",NA,NA,1,"score_ORTH",1.07692307692308,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"EH1AK","1113","cross","SGC4B","winter22","asynch","Which shift(s) start at the same time as D?",2,"E",FALSE,5.921,"E",1,"none",-0.0833333333333333,1,0.5,NA,NA,-0.111111111111111,-0.0909090909090909,-0.0769230769230769,-0.0769230769230769,0,0,0,-0.0769230769230769,"score_TV_end",NA,NA,1,"score_ORTH",1.08333333333333,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"EH1AK","1113","cross","SGC4B","winter22","asynch","Which shift(s) begin when C ends?",3,"Z",FALSE,8.613,"Z",1,"none",0,1,0.5,NA,NA,-0.125,-0.0833333333333333,0,-0.0909090909090909,0,0,0,0,"score_TV_end",NA,NA,1,"score_ORTH",1,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"EH1AK","1113","cross","SGC4B","winter22","asynch","Which shift(s) end at 4 pm?",4,"F",FALSE,30.474,"F",1,"none",-0.0714285714285714,0,-0.0769230769230769,NA,NA,-0.0769230769230769,-0.0714285714285714,-0.0714285714285714,NA,0,0,0,-0.0714285714285714,"score_TV_start",NA,NA,0,"score_ORTH",0.0714285714285714,"?","?","neg.trans","",-0.5,"unknown"
"EH1AK","1113","cross","SGC4B","winter22","asynch","Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",5,"U",FALSE,30.259,"U",1,"none",-0.0909090909090909,1,0.5,NA,NA,0.333333333333333,-0.0769230769230769,0.5,NA,0,0,0,0.5,"score_TV_end",NA,NA,1,"score_ORTH",1.09090909090909,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"EH1AK","1113","cross","SGC4B","winter22","asynch","Which shift(s) are six hours long?",6,"E,G",TRUE,6.655,"EG",2,"none",1,1,1,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,1,"score_TRI",0,"both tri + orth","both tri + orth","pos.trans","",0.5,"tri-like"
"EH1AK","1113","cross","SGC4B","winter22","asynch","Which 2 shifts less than 5 hours long start at the same time?",7,"B,F",FALSE,39.93,"BF",2,"none",-0.125,1,0.5,NA,NA,-0.2,-0.125,-0.142857142857143,-0.125,0,0,0,-0.125,"score_TV_start",NA,NA,1,"score_ORTH",1.125,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"EH1AK","1113","cross","SGC4B","winter22","asynch","Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",8,"E",FALSE,21.052,"E",1,"none",-0.0666666666666667,1,0.5,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,1,"score_ORTH",1.06666666666667,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"EH1AK","1113","cross","SGC4B","winter22","asynch","Which shift(s) begins before J begins and ends during B?",9,"I",TRUE,14.412,"I",1,"none",1,1,1,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,1,"score_TRI",0,"both tri + orth","both tri + orth","pos.trans","",0.5,"tri-like"
"EH1AK","1113","cross","SGC4B","winter22","asynch","Which shift(s) end at the same time as F?",10,"F,X",FALSE,16.95,"FX",2,"none",-0.0625,1,0.4375,NA,NA,-0.0714285714285714,-0.0625,-0.0625,-0.0625,0,0,0,-0.0625,"score_TV_start",NA,NA,1,"score_ORTH",1.0625,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"EH1AK","1113","cross","SGC4B","winter22","asynch","Which shift(s) start at 12pm?",11,"B,F",FALSE,10.669,"BF",2,"none",-0.125,1,0.5,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,1,"score_ORTH",1.125,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"EH1AK","1113","cross","SGC4B","winter22","asynch","Which shift(s) start at the same time as F?",12,"B",FALSE,4.962,"B",1,"none",-0.0625,1,0.5,NA,NA,-0.0666666666666667,-0.0625,NA,-0.0625,0,0,0,-0.0625,"score_TV_start",NA,NA,1,"score_ORTH",1.0625,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"EH1AK","1113","cross","SGC4B","winter22","asynch","Which 2 shifts end when Z begins?",13,"F,X",FALSE,26.878,"FX",2,"none",0.433333333333333,1,0.666666666666667,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,1,"score_ORTH",0.566666666666667,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"EH1AK","1113","cross","SGC4B","winter22","asynch","Which shift(s) end at 3pm?",14,"B",FALSE,23.736,"B",1,"none",-0.0588235294117647,1,0.5,NA,NA,-0.0714285714285714,NA,-0.0588235294117647,-0.0666666666666667,0,0,0,-0.0588235294117647,"score_TV_end",NA,NA,1,"score_ORTH",1.05882352941176,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"EH1AK","1113","cross","SGC4B","winter22","asynch","Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",15,"F",FALSE,28.462,"F",1,"none",-0.0625,0.5,0.25,NA,NA,-0.0666666666666667,-0.0588235294117647,NA,NA,0,0,0,-0.0588235294117647,"score_TV_start",NA,NA,0.5,"score_ORTH",0.5625,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"XL4NH","1113","cross","SGC4B","winter22","asynch","Which shift(s) start at 11 am?",1,"A",FALSE,18.475,"A",1,"none",-0.0769230769230769,1,0.5,NA,NA,-0.0833333333333333,-0.0769230769230769,-0.0714285714285714,NA,0,0,0,-0.0714285714285714,"score_TV_end",NA,NA,1,"score_ORTH",1.07692307692308,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"XL4NH","1113","cross","SGC4B","winter22","asynch","Which shift(s) start at the same time as D?",2,"D,E",FALSE,23.055,"DE",2,"none",-0.0833333333333333,1,0.423076923076923,NA,NA,-0.111111111111111,-0.0909090909090909,-0.0769230769230769,-0.0769230769230769,0,0,0,-0.0769230769230769,"score_TV_end",NA,NA,1,"score_ORTH",1.08333333333333,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"XL4NH","1113","cross","SGC4B","winter22","asynch","Which shift(s) begin when C ends?",3,"Z",FALSE,11.833,"Z",1,"none",0,1,0.5,NA,NA,-0.125,-0.0833333333333333,0,-0.0909090909090909,0,0,0,0,"score_TV_end",NA,NA,1,"score_ORTH",1,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"XL4NH","1113","cross","SGC4B","winter22","asynch","Which shift(s) end at 4 pm?",4,"X,U",FALSE,17.107,"UX",2,"none",-0.142857142857143,0.916666666666667,0.423076923076923,NA,NA,-0.153846153846154,-0.142857142857143,-0.142857142857143,NA,0,0,0,-0.142857142857143,"score_TV_start",NA,NA,0.916666666666667,"score_ORTH",1.05952380952381,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"XL4NH","1113","cross","SGC4B","winter22","asynch","Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",5,"F",FALSE,105.842,"F",1,"none",-0.0909090909090909,-0.0769230769230769,-0.0769230769230769,NA,NA,-0.142857142857143,-0.0769230769230769,-0.0833333333333333,NA,0,0,0,-0.0769230769230769,"score_TV_start",NA,NA,-0.0769230769230769,"score_TVERSKY",0.013986013986014,"?","?","neg.trans","",-0.5,"unknown"
"XL4NH","1113","cross","SGC4B","winter22","asynch","Which shift(s) are six hours long?",6,"E,G",TRUE,9.958,"EG",2,"none",1,1,1,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,1,"score_TRI",0,"both tri + orth","both tri + orth","pos.trans","",0.5,"tri-like"
"XL4NH","1113","cross","SGC4B","winter22","asynch","Which 2 shifts less than 5 hours long start at the same time?",7,"B,F",FALSE,27.94,"BF",2,"none",-0.125,1,0.5,NA,NA,-0.2,-0.125,-0.142857142857143,-0.125,0,0,0,-0.125,"score_TV_start",NA,NA,1,"score_ORTH",1.125,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"XL4NH","1113","cross","SGC4B","winter22","asynch","Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",8,"E",FALSE,43.038,"E",1,"none",-0.0666666666666667,1,0.5,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,1,"score_ORTH",1.06666666666667,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"XL4NH","1113","cross","SGC4B","winter22","asynch","Which shift(s) begins before J begins and ends during B?",9,"I",TRUE,36.007,"I",1,"none",1,1,1,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,1,"score_TRI",0,"both tri + orth","both tri + orth","pos.trans","",0.5,"tri-like"
"XL4NH","1113","cross","SGC4B","winter22","asynch","Which shift(s) end at the same time as F?",10,"X",FALSE,64.529,"X",1,"none",-0.0625,1,0.5,NA,NA,-0.0714285714285714,-0.0625,-0.0625,-0.0625,0,0,0,-0.0625,"score_TV_start",NA,NA,1,"score_ORTH",1.0625,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"XL4NH","1113","cross","SGC4B","winter22","asynch","Which shift(s) start at 12pm?",11,"B,F",FALSE,17.567,"BF",2,"none",-0.125,1,0.5,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,1,"score_ORTH",1.125,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"XL4NH","1113","cross","SGC4B","winter22","asynch","Which shift(s) start at the same time as F?",12,"B,F",FALSE,64.219,"BF",2,"none",-0.0625,1,0.4375,NA,NA,-0.0666666666666667,-0.0625,NA,-0.0625,0,0,0,-0.0625,"score_TV_start",NA,NA,1,"score_ORTH",1.0625,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"XL4NH","1113","cross","SGC4B","winter22","asynch","Which 2 shifts end when Z begins?",13,"F,X",FALSE,41.975,"FX",2,"none",0.433333333333333,1,0.666666666666667,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,1,"score_ORTH",0.566666666666667,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"XL4NH","1113","cross","SGC4B","winter22","asynch","Which shift(s) end at 3pm?",14,"B",FALSE,102.625,"B",1,"none",-0.0588235294117647,1,0.5,NA,NA,-0.0714285714285714,NA,-0.0588235294117647,-0.0666666666666667,0,0,0,-0.0588235294117647,"score_TV_end",NA,NA,1,"score_ORTH",1.05882352941176,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"XL4NH","1113","cross","SGC4B","winter22","asynch","Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",15,"F",FALSE,36.221,"F",1,"none",-0.0625,0.5,0.25,NA,NA,-0.0666666666666667,-0.0588235294117647,NA,NA,0,0,0,-0.0588235294117647,"score_TV_start",NA,NA,0.5,"score_ORTH",0.5625,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"RM7L0","1113","cross","SGC4B","winter22","asynch","Which shift(s) start at 11 am?",1,"F",TRUE,54.32,"F",1,"none",1,-0.0833333333333333,0.5,NA,NA,0.5,1,-0.0714285714285714,NA,0,1,1,1,"score_TV_start",NA,NA,1,"score_TRI",1.08333333333333,"Triangular","Triangular","triangular","",1,"tri-like"
"RM7L0","1113","cross","SGC4B","winter22","asynch","Which shift(s) start at the same time as D?",2,"K",TRUE,15.48,"K",1,"none",1,-0.0833333333333333,0.5,NA,NA,0.25,0.5,-0.0769230769230769,-0.0769230769230769,0,1,1,0.5,"score_TV_start",NA,NA,1,"score_TRI",1.08333333333333,"Triangular","Triangular","triangular","",1,"tri-like"
"RM7L0","1113","cross","SGC4B","winter22","asynch","Which shift(s) begin when C ends?",3,"F",TRUE,34.089,"F",1,"none",1,0,0.5,NA,NA,0.166666666666667,-0.0833333333333333,1,-0.0909090909090909,0,1,1,1,"score_TV_end",NA,NA,1,"score_TRI",1,"Triangular","Triangular","triangular","",1,"tri-like"
"RM7L0","1113","cross","SGC4B","winter22","asynch","Which shift(s) end at 4 pm?",4,"H",TRUE,12.648,"H",1,"none",1,-0.0833333333333333,0.5,NA,NA,0.5,-0.0714285714285714,1,NA,0,1,1,1,"score_TV_end",NA,NA,1,"score_TRI",1.08333333333333,"Triangular","Triangular","triangular","",1,"tri-like"
"RM7L0","1113","cross","SGC4B","winter22","asynch","Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",5,"O",TRUE,19.265,"O",1,"none",1,-0.0769230769230769,0.5,NA,NA,-0.142857142857143,-0.0769230769230769,-0.0833333333333333,NA,0,1,1,-0.0769230769230769,"score_TV_start",NA,NA,1,"score_TRI",1.07692307692308,"Triangular","Triangular","triangular","",1,"tri-like"
