"subject","condition","pretty_condition","study","term","mode","question","q","answer","correct","rt_s","response","num_o","score_TRI","score_ORTH","score_SAT_left","score_SAT_right","score_TV_max","score_TV_start","score_TV_end","score_TV_duration","score_REF","score_BOTH","score_ABS","score_niceABS","score_TVERSKY","tv_type","score_SATISFICE","sat_type","top_score","top_type","range","int2","interpretation","high_interpretation","score_SCALED","score_STATE"
"QGBTT","113112","TRI-rotate-45","SGC4C","summer22","asynch","Which shift(s) end at 4 pm?",4,"H,U",FALSE,49.818,"HU",2,0.928571428571429,0.916666666666667,NA,NA,0.423076923076923,-0.142857142857143,0.928571428571429,NA,0,0,0,0,0.928571428571429,"score_TV_end",NA,NA,0.928571428571429,"score_TRI",0.011904761904762,"?","?","neg.trans",-0.5,"unknown"
"QGBTT","113112","TRI-rotate-45","SGC4C","summer22","asynch","Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",5,"U",FALSE,64.651,"U",1,-0.0909090909090909,1,NA,NA,0.333333333333333,-0.0769230769230769,0.5,NA,0,0,0,0,0.5,"score_TV_end",NA,NA,1,"score_ORTH",1.09090909090909,"Orthogonal","Orthogonal","orthogonal",-1,"orth-like"
"QGBTT","113112","TRI-rotate-45","SGC4C","summer22","asynch","Which shift(s) are six hours long?",6,"E,G",TRUE,8.536,"EG",2,1,1,NA,NA,NA,NA,NA,NA,0,1,1,1,NA,NA,NA,NA,1,"score_TRI",0,"both tri + orth","both tri + orth","pos.trans",0.5,"tri-like"
"QGBTT","113112","TRI-rotate-45","SGC4C","summer22","asynch","Which 2 shifts less than 5 hours long start at the same time?",7,"B,F",FALSE,25.239,"BF",2,-0.125,1,NA,NA,-0.2,-0.125,-0.142857142857143,-0.125,0,0,0,0,-0.125,"score_TV_start",NA,NA,1,"score_ORTH",1.125,"Orthogonal","Orthogonal","orthogonal",-1,"orth-like"
"QGBTT","113112","TRI-rotate-45","SGC4C","summer22","asynch","Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",8,"E",FALSE,24.384,"E",1,-0.0666666666666667,1,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,1,"score_ORTH",1.06666666666667,"Orthogonal","Orthogonal","orthogonal",-1,"orth-like"
"QGBTT","113112","TRI-rotate-45","SGC4C","summer22","asynch","Which shift(s) begins before J begins and ends during B?",9,"I",TRUE,17.064,"I",1,1,1,NA,NA,NA,NA,NA,NA,0,1,1,1,NA,NA,NA,NA,1,"score_TRI",0,"both tri + orth","both tri + orth","pos.trans",0.5,"tri-like"
"QGBTT","113112","TRI-rotate-45","SGC4C","summer22","asynch","Which shift(s) end at the same time as F?",10,"X",FALSE,35.91,"X",1,-0.0625,1,NA,NA,-0.0714285714285714,-0.0625,-0.0625,-0.0625,0,0,0,0,-0.0625,"score_TV_start",NA,NA,1,"score_ORTH",1.0625,"Orthogonal","Orthogonal","orthogonal",-1,"orth-like"
"QGBTT","113112","TRI-rotate-45","SGC4C","summer22","asynch","Which shift(s) start at 12pm?",11,"B,F",FALSE,22.482,"BF",2,-0.125,1,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,1,"score_ORTH",1.125,"Orthogonal","Orthogonal","orthogonal",-1,"orth-like"
"QGBTT","113112","TRI-rotate-45","SGC4C","summer22","asynch","Which shift(s) start at the same time as F?",12,"B",FALSE,5.61,"B",1,-0.0625,1,NA,NA,-0.0666666666666667,-0.0625,NA,-0.0625,0,0,0,0,-0.0625,"score_TV_start",NA,NA,1,"score_ORTH",1.0625,"Orthogonal","Orthogonal","orthogonal",-1,"orth-like"
"QGBTT","113112","TRI-rotate-45","SGC4C","summer22","asynch","Which 2 shifts end when Z begins?",13,"F,X",FALSE,17.583,"FX",2,0.433333333333333,1,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,1,"score_ORTH",0.566666666666667,"Orthogonal","Orthogonal","orthogonal",-1,"orth-like"
"QGBTT","113112","TRI-rotate-45","SGC4C","summer22","asynch","Which shift(s) end at 3pm?",14,"B",FALSE,26.189,"B",1,-0.0588235294117647,1,NA,NA,-0.0714285714285714,NA,-0.0588235294117647,-0.0666666666666667,0,0,0,0,-0.0588235294117647,"score_TV_end",NA,NA,1,"score_ORTH",1.05882352941176,"Orthogonal","Orthogonal","orthogonal",-1,"orth-like"
"QGBTT","113112","TRI-rotate-45","SGC4C","summer22","asynch","Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",15,"E,F",FALSE,78.782,"EF",2,-0.125,1,NA,NA,-0.133333333333333,-0.117647058823529,NA,NA,0,0,0,0,-0.117647058823529,"score_TV_start",NA,NA,1,"score_ORTH",1.125,"Orthogonal","Orthogonal","orthogonal",-1,"orth-like"
"TTB8O","113112","TRI-rotate-45","SGC4C","summer22","asynch","Which shift(s) start at 11 am?",1,"F",TRUE,19.775,"F",1,1,-0.0833333333333333,NA,NA,0.5,1,-0.0714285714285714,NA,0,0,1,1,1,"score_TV_start",NA,NA,1,"score_TRI",1.08333333333333,"Triangular","Triangular","triangular",1,"tri-like"
"TTB8O","113112","TRI-rotate-45","SGC4C","summer22","asynch","Which shift(s) start at the same time as D?",2,"K",TRUE,12.89,"K",1,1,-0.0833333333333333,NA,NA,0.25,0.5,-0.0769230769230769,-0.0769230769230769,0,0,1,1,0.5,"score_TV_start",NA,NA,1,"score_TRI",1.08333333333333,"Triangular","Triangular","triangular",1,"tri-like"
"TTB8O","113112","TRI-rotate-45","SGC4C","summer22","asynch","Which shift(s) begin when C ends?",3,"A,U,B",FALSE,58.034,"ABU",3,-0.25,-0.3,NA,NA,0.5,-0.25,-0.25,1,0,0,0,0,1,"score_TV_duration",NA,NA,1,"score_TVERSKY",1.3,"Tversky","Tversky","pos.trans",0.5,"tri-like"
"TTB8O","113112","TRI-rotate-45","SGC4C","summer22","asynch","Which shift(s) end at 4 pm?",4,"A,C,U",FALSE,38.072,"ACU",3,-0.214285714285714,0.833333333333333,NA,NA,-0.230769230769231,-0.214285714285714,-0.214285714285714,NA,0,0,0,0,-0.214285714285714,"score_TV_start",NA,NA,0.833333333333333,"score_ORTH",1.04761904761905,"Orthogonal","Orthogonal","orthogonal",-1,"orth-like"
"TTB8O","113112","TRI-rotate-45","SGC4C","summer22","asynch","Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",5,"U",FALSE,22.949,"U",1,-0.0909090909090909,1,NA,NA,0.333333333333333,-0.0769230769230769,0.5,NA,0,0,0,0,0.5,"score_TV_end",NA,NA,1,"score_ORTH",1.09090909090909,"Orthogonal","Orthogonal","orthogonal",-1,"orth-like"
"TTB8O","113112","TRI-rotate-45","SGC4C","summer22","asynch","Which shift(s) are six hours long?",6,"E,G",TRUE,13.755,"EG",2,1,1,NA,NA,NA,NA,NA,NA,0,1,1,1,NA,NA,NA,NA,1,"score_TRI",0,"both tri + orth","both tri + orth","pos.trans",0.5,"tri-like"
"TTB8O","113112","TRI-rotate-45","SGC4C","summer22","asynch","Which 2 shifts less than 5 hours long start at the same time?",7,"F,Z",FALSE,14.502,"FZ",2,-0.125,0.433333333333333,NA,NA,0.025,-0.125,0.178571428571429,-0.125,0,0,0,0,0.178571428571429,"score_TV_end",NA,NA,0.433333333333333,"score_ORTH",0.558333333333333,"Orthogonal","Orthogonal","orthogonal",-1,"orth-like"
"TTB8O","113112","TRI-rotate-45","SGC4C","summer22","asynch","Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",8,"O",FALSE,50.656,"O",1,-0.0666666666666667,-0.0714285714285714,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,-0.0666666666666667,"score_TRI",0.00476190476190476,"?","?","neg.trans",-0.5,"unknown"
"TTB8O","113112","TRI-rotate-45","SGC4C","summer22","asynch","Which shift(s) begins before J begins and ends during B?",9,"M",FALSE,24.083,"M",1,-0.0666666666666667,-0.0666666666666667,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,-0.0666666666666667,"score_TRI",0,"?","?","neg.trans",-0.5,"unknown"
"TTB8O","113112","TRI-rotate-45","SGC4C","summer22","asynch","Which shift(s) end at the same time as F?",10,"Z",FALSE,6.921,"Z",1,-0.0625,-0.0625,NA,NA,0.333333333333333,-0.0625,-0.0625,1,0,0,0,0,1,"score_TV_duration",NA,NA,1,"score_TVERSKY",1.0625,"Tversky","Tversky","pos.trans",0.5,"tri-like"
"TTB8O","113112","TRI-rotate-45","SGC4C","summer22","asynch","Which shift(s) start at 12pm?",11,"L,M",TRUE,10.618,"LM",2,1,-0.125,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,NA,1,"score_TRI",1.125,"Triangular","Triangular","triangular",1,"tri-like"
"TTB8O","113112","TRI-rotate-45","SGC4C","summer22","asynch","Which shift(s) start at the same time as F?",12,"G",TRUE,25.864,"G",1,1,-0.0625,NA,NA,0.5,1,NA,-0.0625,0,0,1,1,1,"score_TV_start",NA,NA,1,"score_TRI",1.0625,"Triangular","Triangular","triangular",1,"tri-like"
"TTB8O","113112","TRI-rotate-45","SGC4C","summer22","asynch","Which 2 shifts end when Z begins?",13,"B,O",FALSE,56.068,"BO",2,-0.133333333333333,-0.133333333333333,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,-0.133333333333333,"score_TRI",0,"?","?","neg.trans",-0.5,"unknown"
"TTB8O","113112","TRI-rotate-45","SGC4C","summer22","asynch","Which shift(s) end at 3pm?",14,"X",TRUE,7.637,"X",1,1,-0.0588235294117647,NA,NA,0.25,NA,1,-0.0666666666666667,0,0,1,1,1,"score_TV_end",NA,NA,1,"score_TRI",1.05882352941176,"Triangular","Triangular","triangular",1,"tri-like"
"TTB8O","113112","TRI-rotate-45","SGC4C","summer22","asynch","Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",15,"D,N",FALSE,38.467,"DN",2,-0.125,-0.133333333333333,NA,NA,-0.133333333333333,-0.117647058823529,NA,NA,0,0,0,0,-0.117647058823529,"score_TV_start",NA,NA,-0.117647058823529,"score_TVERSKY",0.0156862745098039,"?","?","neg.trans",-0.5,"unknown"
"6YNOF","113112","TRI-rotate-45","SGC4C","summer22","asynch","Which shift(s) start at 11 am?",1,"F",TRUE,21.174,"F",1,1,-0.0833333333333333,NA,NA,0.5,1,-0.0714285714285714,NA,0,0,1,1,1,"score_TV_start",NA,NA,1,"score_TRI",1.08333333333333,"Triangular","Triangular","triangular",1,"tri-like"
"6YNOF","113112","TRI-rotate-45","SGC4C","summer22","asynch","Which shift(s) start at the same time as D?",2,"K",TRUE,15.974,"K",1,1,-0.0833333333333333,NA,NA,0.25,0.5,-0.0769230769230769,-0.0769230769230769,0,0,1,1,0.5,"score_TV_start",NA,NA,1,"score_TRI",1.08333333333333,"Triangular","Triangular","triangular",1,"tri-like"
"6YNOF","113112","TRI-rotate-45","SGC4C","summer22","asynch","Which shift(s) begin when C ends?",3,"F",TRUE,51.826,"F",1,1,0,NA,NA,0.166666666666667,-0.0833333333333333,1,-0.0909090909090909,0,0,1,1,1,"score_TV_end",NA,NA,1,"score_TRI",1,"Triangular","Triangular","triangular",1,"tri-like"
"6YNOF","113112","TRI-rotate-45","SGC4C","summer22","asynch","Which shift(s) end at 4 pm?",4,"H",TRUE,40.557,"H",1,1,-0.0833333333333333,NA,NA,0.5,-0.0714285714285714,1,NA,0,0,1,1,1,"score_TV_end",NA,NA,1,"score_TRI",1.08333333333333,"Triangular","Triangular","triangular",1,"tri-like"
"6YNOF","113112","TRI-rotate-45","SGC4C","summer22","asynch","Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",5,"O",TRUE,36.73,"O",1,1,-0.0769230769230769,NA,NA,-0.142857142857143,-0.0769230769230769,-0.0833333333333333,NA,0,0,1,1,-0.0769230769230769,"score_TV_start",NA,NA,1,"score_TRI",1.07692307692308,"Triangular","Triangular","triangular",1,"tri-like"
"6YNOF","113112","TRI-rotate-45","SGC4C","summer22","asynch","Which shift(s) are six hours long?",6,"E,G",TRUE,13.909,"EG",2,1,1,NA,NA,NA,NA,NA,NA,0,1,1,1,NA,NA,NA,NA,1,"score_TRI",0,"both tri + orth","both tri + orth","pos.trans",0.5,"tri-like"
"6YNOF","113112","TRI-rotate-45","SGC4C","summer22","asynch","Which 2 shifts less than 5 hours long start at the same time?",7,"O,X",TRUE,36.692,"OX",2,1,-0.133333333333333,NA,NA,0.25,1,-0.142857142857143,-0.125,0,0,1,1,1,"score_TV_start",NA,NA,1,"score_TRI",1.13333333333333,"Triangular","Triangular","triangular",1,"tri-like"
"6YNOF","113112","TRI-rotate-45","SGC4C","summer22","asynch","Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",8,"C,F,G,O",FALSE,91.202,"CFGO",4,0.8,-0.214285714285714,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0.8,"score_TRI",1.01428571428571,"Triangular","Triangular","triangular",1,"tri-like"
"6YNOF","113112","TRI-rotate-45","SGC4C","summer22","asynch","Which shift(s) begins before J begins and ends during B?",9,"M",FALSE,54.229,"M",1,-0.0666666666666667,-0.0666666666666667,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,-0.0666666666666667,"score_TRI",0,"?","?","neg.trans",-0.5,"unknown"
"6YNOF","113112","TRI-rotate-45","SGC4C","summer22","asynch","Which shift(s) end at the same time as F?",10,"E",TRUE,20.734,"E",1,1,-0.0625,NA,NA,0.333333333333333,-0.0625,1,-0.0625,0,0,1,1,1,"score_TV_end",NA,NA,1,"score_TRI",1.0625,"Triangular","Triangular","triangular",1,"tri-like"
"6YNOF","113112","TRI-rotate-45","SGC4C","summer22","asynch","Which shift(s) start at 12pm?",11,"L,M",TRUE,9.769,"LM",2,1,-0.125,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,NA,1,"score_TRI",1.125,"Triangular","Triangular","triangular",1,"tri-like"
"6YNOF","113112","TRI-rotate-45","SGC4C","summer22","asynch","Which shift(s) start at the same time as F?",12,"G",TRUE,8.412,"G",1,1,-0.0625,NA,NA,0.5,1,NA,-0.0625,0,0,1,1,1,"score_TV_start",NA,NA,1,"score_TRI",1.0625,"Triangular","Triangular","triangular",1,"tri-like"
"6YNOF","113112","TRI-rotate-45","SGC4C","summer22","asynch","Which 2 shifts end when Z begins?",13,"H,N",FALSE,17.058,"HN",2,-0.133333333333333,-0.133333333333333,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,-0.133333333333333,"score_TRI",0,"?","?","neg.trans",-0.5,"unknown"
"6YNOF","113112","TRI-rotate-45","SGC4C","summer22","asynch","Which shift(s) end at 3pm?",14,"X",TRUE,11.693,"X",1,1,-0.0588235294117647,NA,NA,0.25,NA,1,-0.0666666666666667,0,0,1,1,1,"score_TV_end",NA,NA,1,"score_TRI",1.05882352941176,"Triangular","Triangular","triangular",1,"tri-like"
"6YNOF","113112","TRI-rotate-45","SGC4C","summer22","asynch","Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",15,"K,X",TRUE,21.337,"KX",2,1,-0.133333333333333,NA,NA,0.666666666666667,-0.117647058823529,NA,NA,0,0,1,1,0.666666666666667,"score_TV_max",NA,NA,1,"score_TRI",1.13333333333333,"Triangular","Triangular","triangular",1,"tri-like"
"YS9FT","113112","TRI-rotate-45","SGC4C","summer22","asynch","Which shift(s) start at 11 am?",1,"F",TRUE,25.18,"F",1,1,-0.0833333333333333,NA,NA,0.5,1,-0.0714285714285714,NA,0,0,1,1,1,"score_TV_start",NA,NA,1,"score_TRI",1.08333333333333,"Triangular","Triangular","triangular",1,"tri-like"
"YS9FT","113112","TRI-rotate-45","SGC4C","summer22","asynch","Which shift(s) start at the same time as D?",2,"K",TRUE,15.473,"K",1,1,-0.0833333333333333,NA,NA,0.25,0.5,-0.0769230769230769,-0.0769230769230769,0,0,1,1,0.5,"score_TV_start",NA,NA,1,"score_TRI",1.08333333333333,"Triangular","Triangular","triangular",1,"tri-like"
"YS9FT","113112","TRI-rotate-45","SGC4C","summer22","asynch","Which shift(s) begin when C ends?",3,"F",TRUE,12.58,"F",1,1,0,NA,NA,0.166666666666667,-0.0833333333333333,1,-0.0909090909090909,0,0,1,1,1,"score_TV_end",NA,NA,1,"score_TRI",1,"Triangular","Triangular","triangular",1,"tri-like"
"YS9FT","113112","TRI-rotate-45","SGC4C","summer22","asynch","Which shift(s) end at 4 pm?",4,"H",TRUE,10.147,"H",1,1,-0.0833333333333333,NA,NA,0.5,-0.0714285714285714,1,NA,0,0,1,1,1,"score_TV_end",NA,NA,1,"score_TRI",1.08333333333333,"Triangular","Triangular","triangular",1,"tri-like"
"YS9FT","113112","TRI-rotate-45","SGC4C","summer22","asynch","Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",5,"U",FALSE,23.671,"U",1,-0.0909090909090909,1,NA,NA,0.333333333333333,-0.0769230769230769,0.5,NA,0,0,0,0,0.5,"score_TV_end",NA,NA,1,"score_ORTH",1.09090909090909,"Orthogonal","Orthogonal","orthogonal",-1,"orth-like"
"YS9FT","113112","TRI-rotate-45","SGC4C","summer22","asynch","Which shift(s) are six hours long?",6,"E,G",TRUE,10.512,"EG",2,1,1,NA,NA,NA,NA,NA,NA,0,1,1,1,NA,NA,NA,NA,1,"score_TRI",0,"both tri + orth","both tri + orth","pos.trans",0.5,"tri-like"
"YS9FT","113112","TRI-rotate-45","SGC4C","summer22","asynch","Which 2 shifts less than 5 hours long start at the same time?",7,"O,X",TRUE,24.171,"OX",2,1,-0.133333333333333,NA,NA,0.25,1,-0.142857142857143,-0.125,0,0,1,1,1,"score_TV_start",NA,NA,1,"score_TRI",1.13333333333333,"Triangular","Triangular","triangular",1,"tri-like"
"YS9FT","113112","TRI-rotate-45","SGC4C","summer22","asynch","Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",8,"G",TRUE,52.567,"G",1,1,-0.0714285714285714,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,NA,1,"score_TRI",1.07142857142857,"Triangular","Triangular","triangular",1,"tri-like"
"YS9FT","113112","TRI-rotate-45","SGC4C","summer22","asynch","Which shift(s) begins before J begins and ends during B?",9,"I",TRUE,12.345,"I",1,1,1,NA,NA,NA,NA,NA,NA,0,1,1,1,NA,NA,NA,NA,1,"score_TRI",0,"both tri + orth","both tri + orth","pos.trans",0.5,"tri-like"
"YS9FT","113112","TRI-rotate-45","SGC4C","summer22","asynch","Which shift(s) end at the same time as F?",10,"E",TRUE,9.465,"E",1,1,-0.0625,NA,NA,0.333333333333333,-0.0625,1,-0.0625,0,0,1,1,1,"score_TV_end",NA,NA,1,"score_TRI",1.0625,"Triangular","Triangular","triangular",1,"tri-like"
"YS9FT","113112","TRI-rotate-45","SGC4C","summer22","asynch","Which shift(s) start at 12pm?",11,"L,M",TRUE,11.301,"LM",2,1,-0.125,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,NA,1,"score_TRI",1.125,"Triangular","Triangular","triangular",1,"tri-like"
"YS9FT","113112","TRI-rotate-45","SGC4C","summer22","asynch","Which shift(s) start at the same time as F?",12,"G",TRUE,6.485,"G",1,1,-0.0625,NA,NA,0.5,1,NA,-0.0625,0,0,1,1,1,"score_TV_start",NA,NA,1,"score_TRI",1.0625,"Triangular","Triangular","triangular",1,"tri-like"
"YS9FT","113112","TRI-rotate-45","SGC4C","summer22","asynch","Which 2 shifts end when Z begins?",13,"E,F",TRUE,14.217,"EF",2,1,0.433333333333333,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,NA,1,"score_TRI",0.566666666666667,"Triangular","Triangular","triangular",1,"tri-like"
"YS9FT","113112","TRI-rotate-45","SGC4C","summer22","asynch","Which shift(s) end at 3pm?",14,"X",TRUE,8.481,"X",1,1,-0.0588235294117647,NA,NA,0.25,NA,1,-0.0666666666666667,0,0,1,1,1,"score_TV_end",NA,NA,1,"score_TRI",1.05882352941176,"Triangular","Triangular","triangular",1,"tri-like"
"YS9FT","113112","TRI-rotate-45","SGC4C","summer22","asynch","Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",15,"K,X",TRUE,27.062,"KX",2,1,-0.133333333333333,NA,NA,0.666666666666667,-0.117647058823529,NA,NA,0,0,1,1,0.666666666666667,"score_TV_max",NA,NA,1,"score_TRI",1.13333333333333,"Triangular","Triangular","triangular",1,"tri-like"
"SSKFO","113112","TRI-rotate-45","SGC4C","summer22","asynch","Which shift(s) start at 11 am?",1,"F",TRUE,25.634,"F",1,1,-0.0833333333333333,NA,NA,0.5,1,-0.0714285714285714,NA,0,0,1,1,1,"score_TV_start",NA,NA,1,"score_TRI",1.08333333333333,"Triangular","Triangular","triangular",1,"tri-like"
"SSKFO","113112","TRI-rotate-45","SGC4C","summer22","asynch","Which shift(s) start at the same time as D?",2,"K",TRUE,12.894,"K",1,1,-0.0833333333333333,NA,NA,0.25,0.5,-0.0769230769230769,-0.0769230769230769,0,0,1,1,0.5,"score_TV_start",NA,NA,1,"score_TRI",1.08333333333333,"Triangular","Triangular","triangular",1,"tri-like"
"SSKFO","113112","TRI-rotate-45","SGC4C","summer22","asynch","Which shift(s) begin when C ends?",3,"F",TRUE,13.623,"F",1,1,0,NA,NA,0.166666666666667,-0.0833333333333333,1,-0.0909090909090909,0,0,1,1,1,"score_TV_end",NA,NA,1,"score_TRI",1,"Triangular","Triangular","triangular",1,"tri-like"
"SSKFO","113112","TRI-rotate-45","SGC4C","summer22","asynch","Which shift(s) end at 4 pm?",4,"H",TRUE,79.273,"H",1,1,-0.0833333333333333,NA,NA,0.5,-0.0714285714285714,1,NA,0,0,1,1,1,"score_TV_end",NA,NA,1,"score_TRI",1.08333333333333,"Triangular","Triangular","triangular",1,"tri-like"
"SSKFO","113112","TRI-rotate-45","SGC4C","summer22","asynch","Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",5,"O",TRUE,102.054,"O",1,1,-0.0769230769230769,NA,NA,-0.142857142857143,-0.0769230769230769,-0.0833333333333333,NA,0,0,1,1,-0.0769230769230769,"score_TV_start",NA,NA,1,"score_TRI",1.07692307692308,"Triangular","Triangular","triangular",1,"tri-like"
"SSKFO","113112","TRI-rotate-45","SGC4C","summer22","asynch","Which shift(s) are six hours long?",6,"E,G",TRUE,11.537,"EG",2,1,1,NA,NA,NA,NA,NA,NA,0,1,1,1,NA,NA,NA,NA,1,"score_TRI",0,"both tri + orth","both tri + orth","pos.trans",0.5,"tri-like"
"SSKFO","113112","TRI-rotate-45","SGC4C","summer22","asynch","Which 2 shifts less than 5 hours long start at the same time?",7,"O,X",TRUE,25.01,"OX",2,1,-0.133333333333333,NA,NA,0.25,1,-0.142857142857143,-0.125,0,0,1,1,1,"score_TV_start",NA,NA,1,"score_TRI",1.13333333333333,"Triangular","Triangular","triangular",1,"tri-like"
"SSKFO","113112","TRI-rotate-45","SGC4C","summer22","asynch","Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",8,"G",TRUE,84.692,"G",1,1,-0.0714285714285714,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,NA,1,"score_TRI",1.07142857142857,"Triangular","Triangular","triangular",1,"tri-like"
"SSKFO","113112","TRI-rotate-45","SGC4C","summer22","asynch","Which shift(s) begins before J begins and ends during B?",9,"I",TRUE,45.313,"I",1,1,1,NA,NA,NA,NA,NA,NA,0,1,1,1,NA,NA,NA,NA,1,"score_TRI",0,"both tri + orth","both tri + orth","pos.trans",0.5,"tri-like"
"SSKFO","113112","TRI-rotate-45","SGC4C","summer22","asynch","Which shift(s) end at the same time as F?",10,"E",TRUE,81.562,"E",1,1,-0.0625,NA,NA,0.333333333333333,-0.0625,1,-0.0625,0,0,1,1,1,"score_TV_end",NA,NA,1,"score_TRI",1.0625,"Triangular","Triangular","triangular",1,"tri-like"
"SSKFO","113112","TRI-rotate-45","SGC4C","summer22","asynch","Which shift(s) start at 12pm?",11,"L,M",TRUE,13.44,"LM",2,1,-0.125,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,NA,1,"score_TRI",1.125,"Triangular","Triangular","triangular",1,"tri-like"
"SSKFO","113112","TRI-rotate-45","SGC4C","summer22","asynch","Which shift(s) start at the same time as F?",12,"G",TRUE,6.491,"G",1,1,-0.0625,NA,NA,0.5,1,NA,-0.0625,0,0,1,1,1,"score_TV_start",NA,NA,1,"score_TRI",1.0625,"Triangular","Triangular","triangular",1,"tri-like"
"SSKFO","113112","TRI-rotate-45","SGC4C","summer22","asynch","Which 2 shifts end when Z begins?",13,"E,F",TRUE,54.19,"EF",2,1,0.433333333333333,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,NA,1,"score_TRI",0.566666666666667,"Triangular","Triangular","triangular",1,"tri-like"
"SSKFO","113112","TRI-rotate-45","SGC4C","summer22","asynch","Which shift(s) end at 3pm?",14,"X",TRUE,91.506,"X",1,1,-0.0588235294117647,NA,NA,0.25,NA,1,-0.0666666666666667,0,0,1,1,1,"score_TV_end",NA,NA,1,"score_TRI",1.05882352941176,"Triangular","Triangular","triangular",1,"tri-like"
"SSKFO","113112","TRI-rotate-45","SGC4C","summer22","asynch","Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",15,"K,X",TRUE,112.715,"KX",2,1,-0.133333333333333,NA,NA,0.666666666666667,-0.117647058823529,NA,NA,0,0,1,1,0.666666666666667,"score_TV_max",NA,NA,1,"score_TRI",1.13333333333333,"Triangular","Triangular","triangular",1,"tri-like"
"GC47R","113112","TRI-rotate-45","SGC4C","summer22","asynch","Which shift(s) start at 11 am?",1,"J",FALSE,36.332,"J",1,-0.0769230769230769,-0.0833333333333333,NA,NA,-0.0833333333333333,-0.0769230769230769,-0.0714285714285714,NA,0,0,0,0,-0.0714285714285714,"score_TV_end",NA,NA,-0.0714285714285714,"score_TVERSKY",0.0119047619047619,"?","?","neg.trans",-0.5,"unknown"
"GC47R","113112","TRI-rotate-45","SGC4C","summer22","asynch","Which shift(s) start at the same time as D?",2,"X",FALSE,24.586,"X",1,-0.0833333333333333,-0.0833333333333333,NA,NA,0.25,-0.0909090909090909,1,-0.0769230769230769,0,0,0,0,1,"score_TV_end",NA,NA,1,"score_TVERSKY",1.08333333333333,"Tversky","Tversky","pos.trans",0.5,"tri-like"
"GC47R","113112","TRI-rotate-45","SGC4C","summer22","asynch","Which shift(s) begin when C ends?",3,"Z",FALSE,19.86,"Z",1,0,1,NA,NA,-0.125,-0.0833333333333333,0,-0.0909090909090909,0,0,0,0,0,"score_TV_end",NA,NA,1,"score_ORTH",1,"Orthogonal","Orthogonal","orthogonal",-1,"orth-like"
"GC47R","113112","TRI-rotate-45","SGC4C","summer22","asynch","Which shift(s) end at 4 pm?",4,"F,U",FALSE,52.38,"FU",2,-0.142857142857143,1,NA,NA,-0.153846153846154,-0.142857142857143,-0.142857142857143,NA,0,0,0,0,-0.142857142857143,"score_TV_start",NA,NA,1,"score_ORTH",1.14285714285714,"Orthogonal","Orthogonal","orthogonal",-1,"orth-like"
"GC47R","113112","TRI-rotate-45","SGC4C","summer22","asynch","Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",5,"A",FALSE,93.158,"A",1,0,-0.0769230769230769,NA,NA,0,-0.0769230769230769,-0.0833333333333333,NA,0,0,0,0,0,"score_TV_max",NA,NA,0,"score_TRI",0.0769230769230769,"?","?","neg.trans",-0.5,"unknown"
"GC47R","113112","TRI-rotate-45","SGC4C","summer22","asynch","Which shift(s) are six hours long?",6,"E,G",TRUE,10.163,"EG",2,1,1,NA,NA,NA,NA,NA,NA,0,1,1,1,NA,NA,NA,NA,1,"score_TRI",0,"both tri + orth","both tri + orth","pos.trans",0.5,"tri-like"
