"subject","study","term","pool","mode","block","explicit","impasse","grid","mark","ixn","gwidth","gheight","graph","time_elapsed_m","question","relation","q","correct","discriminant","tri_score","orth_score","other_score","blank_score","answer","rt_s","condition"
"5QAJA","SGC3A","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",7.87418333333333,"Which shift(s) end at the same time as F?","ends","10","TRUE",1,1,0,0,0,"E",26.573,"121"
"5QAJA","SGC3A","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",8.03721666666667,"Which shift(s) start at 12pm?","starttime","11","TRUE",1,2,0,0,0,"L,M",9.671,"121"
"5QAJA","SGC3A","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",8.19476666666667,"Which shift(s) start at the same time as F?","starts","12","TRUE",1,1,0,0,0,"G",9.344,"121"
"5QAJA","SGC3A","winter22","sona","asynch","item_nondiscriminant","1","1","1","1","1",600,600,"triangular",8.43346666666667,"Which 2 shifts end when Z begins?","meets","13","TRUE",0.5,2,1,0,0,"E,F",14.207,"121"
"5QAJA","SGC3A","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",8.60428333333333,"Which shift(s) end at 3pm?","endtime","14","TRUE",1,1,0,0,0,"X",10.14,"121"
"5QAJA","SGC3A","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",8.89208333333333,"Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?","midpoint","15","TRUE",1,2,0,0,0,"K,X",17.157,"121"
"04YXZ","SGC3A","winter22","sona","asynch","item_scaffold","1","1","1","1","1",600,600,"triangular",1.81756666666667,"Which shift(s) start at 11 am?","starttime","1","FALSE",-1,0,1,0,0,"A",38.809,"111"
"04YXZ","SGC3A","winter22","sona","asynch","item_scaffold","1","1","1","1","1",600,600,"triangular",1.99681666666667,"Which shift(s) start at the same time as D?","starts","2","FALSE",-1,0,1,0,0,"E",10.647,"111"
"04YXZ","SGC3A","winter22","sona","asynch","item_scaffold","1","1","1","1","1",600,600,"triangular",2.8913,"Which shift(s) begin when C ends?","meets","3","FALSE",-0.25,0,0,2,0,"A,U,B",53.555,"111"
"04YXZ","SGC3A","winter22","sona","asynch","item_scaffold","1","1","1","1","1",600,600,"triangular",3.11116666666667,"Which shift(s) end at 4 pm?","endtime","4","FALSE",-0.166666666666667,0,0,2,0,"D,E",13.08,"111"
"04YXZ","SGC3A","winter22","sona","asynch","item_scaffold","1","1","1","1","1",600,600,"triangular",4.13706666666667,"Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?","midpoint","5","FALSE",0.916666666666667,1,0,1,0,"O,K",61.336,"111"
"04YXZ","SGC3A","winter22","sona","asynch","item_nondiscriminant","1","1","1","1","1",600,600,"triangular",4.35423333333333,"Which shift(s) are six hours long?","duration","6","TRUE",0,2,2,0,0,"E,G",7.121,"111"
"04YXZ","SGC3A","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",4.93596666666667,"Which 2 shifts less than 5 hours long start at the same time?","duration+starts","7","FALSE",-1,0,2,0,0,"B,F",34.787,"111"
"04YXZ","SGC3A","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",5.56115,"Which shift(s) under 7 hours long starts before B starts, and ends after X ends?","duration+contained","8","FALSE",-0.0833333333333333,0,0,1,0,"I",37.407,"111"
"04YXZ","SGC3A","winter22","sona","asynch","item_nondiscriminant","1","1","1","1","1",600,600,"triangular",5.93391666666667,"Which shift(s) begins before J begins and ends during B?","starttime+before+endtime+during","9","FALSE",-0.0833333333333333,1,1,1,0,"I,O",22.266,"111"
"04YXZ","SGC3A","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",6.10496666666667,"Which shift(s) end at the same time as F?","ends","10","FALSE",-0.0833333333333333,0,0,1,0,"B",10.159,"111"
"04YXZ","SGC3A","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",6.23783333333333,"Which shift(s) start at 12pm?","starttime","11","FALSE",-1,0,2,0,0,"B,F",7.866,"111"
"04YXZ","SGC3A","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",6.33228333333333,"Which shift(s) start at the same time as F?","starts","12","FALSE",-1,0,1,0,0,"B",5.564,"111"
"04YXZ","SGC3A","winter22","sona","asynch","item_nondiscriminant","1","1","1","1","1",600,600,"triangular",7.12705,"Which 2 shifts end when Z begins?","meets","13","FALSE",-0.166666666666667,0,0,2,0,"L,P",47.583,"111"
"04YXZ","SGC3A","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",7.65495,"Which shift(s) end at 3pm?","endtime","14","FALSE",-0.0833333333333333,0,0,1,0,"O",31.571,"111"
"04YXZ","SGC3A","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",8.03368333333333,"Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?","midpoint","15","FALSE",-0.166666666666667,0,0,2,0,"C,G",22.61,"111"
"SKPWA","SGC3A","winter22","sona","asynch","item_scaffold","1","1","1","1","1",600,600,"triangular",1.58063333333333,"Which shift(s) start at 11 am?","starttime","1","FALSE",-1,0,1,0,0,"A",25.048,"111"
"SKPWA","SGC3A","winter22","sona","asynch","item_scaffold","1","1","1","1","1",600,600,"triangular",1.72243333333333,"Which shift(s) start at the same time as D?","starts","2","FALSE",-1,0,1,0,0,"E",8.395,"111"
"SKPWA","SGC3A","winter22","sona","asynch","item_scaffold","1","1","1","1","1",600,600,"triangular",2.34478333333333,"Which shift(s) begin when C ends?","meets","3","FALSE",-1,0,1,0,0,"Z",36.93,"111"
"SKPWA","SGC3A","winter22","sona","asynch","item_scaffold","1","1","1","1","1",600,600,"triangular",3.16608333333333,"Which shift(s) end at 4 pm?","endtime","4","FALSE",-1,0,1,0,0,"U",49.176,"111"
"SKPWA","SGC3A","winter22","sona","asynch","item_scaffold","1","1","1","1","1",600,600,"triangular",4.40701666666667,"Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?","midpoint","5","FALSE",-1,0,1,0,0,"U",74.351,"111"
"SKPWA","SGC3A","winter22","sona","asynch","item_nondiscriminant","1","1","1","1","1",600,600,"triangular",4.62928333333333,"Which shift(s) are six hours long?","duration","6","TRUE",0,2,2,0,0,"E,G",8.577,"111"
"SKPWA","SGC3A","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",4.81366666666667,"Which 2 shifts less than 5 hours long start at the same time?","duration+starts","7","FALSE",-1,0,2,0,0,"B,F",10.968,"111"
"SKPWA","SGC3A","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",5.24641666666667,"Which shift(s) under 7 hours long starts before B starts, and ends after X ends?","duration+contained","8","FALSE",-1,0,1,0,0,"E",25.853,"111"
"SKPWA","SGC3A","winter22","sona","asynch","item_nondiscriminant","1","1","1","1","1",600,600,"triangular",5.45715,"Which shift(s) begins before J begins and ends during B?","starttime+before+endtime+during","9","TRUE",0,1,1,0,0,"I",12.541,"111"
"SKPWA","SGC3A","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",6.01803333333333,"Which shift(s) end at the same time as F?","ends","10","FALSE",-1,0,1,0,0,"X",33.554,"111"
"SKPWA","SGC3A","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",6.12305,"Which shift(s) start at 12pm?","starttime","11","FALSE",-1,0,2,0,0,"B,F",6.204,"111"
"SKPWA","SGC3A","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",6.22483333333333,"Which shift(s) start at the same time as F?","starts","12","FALSE",-1,0,1,0,0,"B",5.776,"111"
"SKPWA","SGC3A","winter22","sona","asynch","item_nondiscriminant","1","1","1","1","1",600,600,"triangular",7.13681666666667,"Which 2 shifts end when Z begins?","meets","13","FALSE",-0.5,1,2,0,0,"F,X",54.624,"111"
"SKPWA","SGC3A","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",7.4803,"Which shift(s) end at 3pm?","endtime","14","FALSE",-1,0,1,0,0,"B",20.504,"111"
"SKPWA","SGC3A","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",8.02746666666667,"Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?","midpoint","15","FALSE",-1,0,2,0,0,"E,F",32.732,"111"
"76UV0","SGC3A","winter22","sona","asynch","item_scaffold","1","1","1","1","1",600,600,"triangular",30.1723833333333,"Which shift(s) start at 11 am?","starttime","1","FALSE",-1,0,1,0,0,"A",47.317,"111"
"76UV0","SGC3A","winter22","sona","asynch","item_scaffold","1","1","1","1","1",600,600,"triangular",30.5796166666667,"Which shift(s) start at the same time as D?","starts","2","FALSE",-1,0,1,0,0,"E",24.295,"111"
"76UV0","SGC3A","winter22","sona","asynch","item_scaffold","1","1","1","1","1",600,600,"triangular",30.86905,"Which shift(s) begin when C ends?","meets","3","FALSE",-1,0,1,0,0,"Z",17.214,"111"
"76UV0","SGC3A","winter22","sona","asynch","item_scaffold","1","1","1","1","1",600,600,"triangular",31.5770666666667,"Which shift(s) end at 4 pm?","endtime","4","TRUE",1,1,0,0,0,"H",42.336,"111"
"76UV0","SGC3A","winter22","sona","asynch","item_scaffold","1","1","1","1","1",600,600,"triangular",31.7912,"Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?","midpoint","5","TRUE",1,1,0,0,0,"O",12.695,"111"
"76UV0","SGC3A","winter22","sona","asynch","item_nondiscriminant","1","1","1","1","1",600,600,"triangular",32.3012,"Which shift(s) are six hours long?","duration","6","TRUE",0,2,2,0,0,"E,G",14.068,"111"
"76UV0","SGC3A","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",32.9557333333333,"Which 2 shifts less than 5 hours long start at the same time?","duration+starts","7","TRUE",1,2,0,0,0,"O,X",39.17,"111"
"76UV0","SGC3A","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",33.6391333333333,"Which shift(s) under 7 hours long starts before B starts, and ends after X ends?","duration+contained","8","FALSE",-1.25,0,1,3,0,"E,F,I,J",40.859,"111"
"76UV0","SGC3A","winter22","sona","asynch","item_nondiscriminant","1","1","1","1","1",600,600,"triangular",33.9914833333333,"Which shift(s) begins before J begins and ends during B?","starttime+before+endtime+during","9","TRUE",0,1,1,0,0,"I",20.977,"111"
"76UV0","SGC3A","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",34.1643333333333,"Which shift(s) end at the same time as F?","ends","10","TRUE",1,1,0,0,0,"E",10.209,"111"
"76UV0","SGC3A","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",34.34155,"Which shift(s) start at 12pm?","starttime","11","TRUE",1,2,0,0,0,"L,M",10.481,"111"
"76UV0","SGC3A","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",34.5389166666667,"Which shift(s) start at the same time as F?","starts","12","TRUE",1,1,0,0,0,"G",11.687,"111"
"76UV0","SGC3A","winter22","sona","asynch","item_nondiscriminant","1","1","1","1","1",600,600,"triangular",35.0335,"Which 2 shifts end when Z begins?","meets","13","FALSE",0,0,0,0,1,"",29.568,"111"
"76UV0","SGC3A","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",35.2196666666667,"Which shift(s) end at 3pm?","endtime","14","TRUE",1,1,0,0,0,"X",11.013,"111"
"76UV0","SGC3A","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",35.42205,"Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?","midpoint","15","TRUE",1,2,0,0,0,"K,X",12.037,"111"
"94FR9","SGC3A","winter22","sona","asynch","item_scaffold","1","1","1","1","1",600,600,"triangular",1.44733333333333,"Which shift(s) start at 11 am?","starttime","1","FALSE",-1,0,1,0,0,"A",32.297,"111"
"94FR9","SGC3A","winter22","sona","asynch","item_scaffold","1","1","1","1","1",600,600,"triangular",1.60715,"Which shift(s) start at the same time as D?","starts","2","FALSE",-1,0,1,0,0,"E",9.417,"111"
"94FR9","SGC3A","winter22","sona","asynch","item_scaffold","1","1","1","1","1",600,600,"triangular",1.81558333333333,"Which shift(s) begin when C ends?","meets","3","FALSE",-1,0,1,0,0,"Z",12.311,"111"
"94FR9","SGC3A","winter22","sona","asynch","item_scaffold","1","1","1","1","1",600,600,"triangular",2.51251666666667,"Which shift(s) end at 4 pm?","endtime","4","TRUE",1,1,0,0,0,"H",41.633,"111"
"94FR9","SGC3A","winter22","sona","asynch","item_scaffold","1","1","1","1","1",600,600,"triangular",3.99365,"Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?","midpoint","5","TRUE",1,1,0,0,0,"O",88.689,"111"
"94FR9","SGC3A","winter22","sona","asynch","item_nondiscriminant","1","1","1","1","1",600,600,"triangular",4.17781666666667,"Which shift(s) are six hours long?","duration","6","TRUE",0,2,2,0,0,"E,G",8.075,"111"
"94FR9","SGC3A","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",4.60623333333333,"Which 2 shifts less than 5 hours long start at the same time?","duration+starts","7","FALSE",-1,0,2,0,0,"B,F",25.605,"111"
"94FR9","SGC3A","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",5.33471666666667,"Which shift(s) under 7 hours long starts before B starts, and ends after X ends?","duration+contained","8","FALSE",0,0,0,0,1,"",43.607,"111"
"94FR9","SGC3A","winter22","sona","asynch","item_nondiscriminant","1","1","1","1","1",600,600,"triangular",5.85978333333333,"Which shift(s) begins before J begins and ends during B?","starttime+before+endtime+during","9","FALSE",0,0,0,0,1,"",30.438,"111"
"94FR9","SGC3A","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",6.28881666666667,"Which shift(s) end at the same time as F?","ends","10","FALSE",-0.0833333333333333,0,0,1,0,"Z",25.496,"111"
"94FR9","SGC3A","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",6.41725,"Which shift(s) start at 12pm?","starttime","11","FALSE",-1,0,2,0,0,"B,F",7.231,"111"
"94FR9","SGC3A","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",6.51443333333333,"Which shift(s) start at the same time as F?","starts","12","FALSE",-1,0,1,0,0,"B",5.667,"111"
"94FR9","SGC3A","winter22","sona","asynch","item_nondiscriminant","1","1","1","1","1",600,600,"triangular",7.36955,"Which 2 shifts end when Z begins?","meets","13","FALSE",-0.166666666666667,0,0,2,0,"C,G",51.143,"111"
"94FR9","SGC3A","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",7.9012,"Which shift(s) end at 3pm?","endtime","14","FALSE",0.916666666666667,1,0,1,0,"E,X",31.443,"111"
"94FR9","SGC3A","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",9.31566666666667,"Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?","midpoint","15","FALSE",0.5,1,0,0,0,"X",84.704,"111"
"X7HS7","SGC3A","winter22","sona","asynch","item_scaffold","1","2","1","1","1",600,600,"triangular",2.64405,"Which shift(s) start at 11 am?","starttime","1","FALSE",0,0,0,0,1,"",108.212,"121"
"X7HS7","SGC3A","winter22","sona","asynch","item_scaffold","1","2","1","1","1",600,600,"triangular",4.1251,"Which shift(s) start at the same time as D?","starts","2","FALSE",-0.0833333333333333,0,0,1,0,"C",88.452,"121"
"X7HS7","SGC3A","winter22","sona","asynch","item_scaffold","1","2","1","1","1",600,600,"triangular",4.62735,"Which shift(s) begin when C ends?","meets","3","FALSE",-0.0833333333333333,0,0,0,0,"A",29.655,"121"
"X7HS7","SGC3A","winter22","sona","asynch","item_scaffold","1","2","1","1","1",600,600,"triangular",4.79025,"Which shift(s) end at 4 pm?","endtime","4","FALSE",-0.0833333333333333,0,0,1,0,"D",9.684,"121"
"X7HS7","SGC3A","winter22","sona","asynch","item_scaffold","1","2","1","1","1",600,600,"triangular",5.04733333333333,"Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?","midpoint","5","TRUE",1,1,0,0,0,"A",15.332,"121"
"X7HS7","SGC3A","winter22","sona","asynch","item_nondiscriminant","1","1","1","1","1",600,600,"triangular",5.29051666666667,"Which shift(s) are six hours long?","duration","6","TRUE",0,2,2,0,0,"E,G",7.549,"121"
"X7HS7","SGC3A","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",6.82818333333333,"Which 2 shifts less than 5 hours long start at the same time?","duration+starts","7","FALSE",0.416666666666667,1,0,1,0,"M,X",92.158,"121"
"X7HS7","SGC3A","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",8.69148333333333,"Which shift(s) under 7 hours long starts before B starts, and ends after X ends?","duration+contained","8","FALSE",0.833333333333333,1,0,2,0,"A,G,K",111.539,"121"
"X7HS7","SGC3A","winter22","sona","asynch","item_nondiscriminant","1","1","1","1","1",600,600,"triangular",9.59758333333333,"Which shift(s) begins before J begins and ends during B?","starttime+before+endtime+during","9","TRUE",0,1,1,0,0,"I",54.132,"121"
"X7HS7","SGC3A","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",10.0844166666667,"Which shift(s) end at the same time as F?","ends","10","TRUE",1,1,0,0,0,"E",29.119,"121"
"X7HS7","SGC3A","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",11.8029666666667,"Which shift(s) start at 12pm?","starttime","11","TRUE",1,2,0,0,0,"L,M",103.018,"121"
"X7HS7","SGC3A","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",12.5775166666667,"Which shift(s) start at the same time as F?","starts","12","TRUE",1,1,0,0,0,"G",46.236,"121"
"X7HS7","SGC3A","winter22","sona","asynch","item_nondiscriminant","1","1","1","1","1",600,600,"triangular",13.2473666666667,"Which 2 shifts end when Z begins?","meets","13","TRUE",0.5,2,1,0,0,"E,F",40.103,"121"
"X7HS7","SGC3A","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",13.85395,"Which shift(s) end at 3pm?","endtime","14","TRUE",1,1,0,0,0,"X",36.31,"121"
"X7HS7","SGC3A","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",14.0054333333333,"Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?","midpoint","15","TRUE",1,2,0,0,0,"K,X",9,"121"
"UJFX9","SGC3A","winter22","sona","asynch","item_scaffold","1","2","1","1","1",600,600,"triangular",1.57048333333333,"Which shift(s) start at 11 am?","starttime","1","FALSE",0,0,0,0,1,"",32.262,"121"
"UJFX9","SGC3A","winter22","sona","asynch","item_scaffold","1","2","1","1","1",600,600,"triangular",1.77845,"Which shift(s) start at the same time as D?","starts","2","FALSE",0,0,0,0,1,"",12.287,"121"
"UJFX9","SGC3A","winter22","sona","asynch","item_scaffold","1","2","1","1","1",600,600,"triangular",2.15785,"Which shift(s) begin when C ends?","meets","3","FALSE",0,0,0,0,1,"",22.471,"121"
"UJFX9","SGC3A","winter22","sona","asynch","item_scaffold","1","2","1","1","1",600,600,"triangular",2.92816666666667,"Which shift(s) end at 4 pm?","endtime","4","FALSE",0,0,0,0,1,"",45.81,"121"
"UJFX9","SGC3A","winter22","sona","asynch","item_scaffold","1","2","1","1","1",600,600,"triangular",4.44718333333333,"Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?","midpoint","5","FALSE",0,0,0,0,1,"",90.569,"121"
"UJFX9","SGC3A","winter22","sona","asynch","item_nondiscriminant","1","1","1","1","1",600,600,"triangular",4.64173333333333,"Which shift(s) are six hours long?","duration","6","TRUE",0,2,2,0,0,"E,G",8.583,"121"
"UJFX9","SGC3A","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",5.14311666666667,"Which 2 shifts less than 5 hours long start at the same time?","duration+starts","7","FALSE",-1,0,2,0,0,"B,F",29.968,"121"
"UJFX9","SGC3A","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",5.68285,"Which shift(s) under 7 hours long starts before B starts, and ends after X ends?","duration+contained","8","FALSE",-0.166666666666667,0,0,2,0,"I,J",32.164,"121"
"UJFX9","SGC3A","winter22","sona","asynch","item_nondiscriminant","1","1","1","1","1",600,600,"triangular",5.94433333333333,"Which shift(s) begins before J begins and ends during B?","starttime+before+endtime+during","9","TRUE",0,1,1,0,0,"I",15.579,"121"
"UJFX9","SGC3A","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",6.43665,"Which shift(s) end at the same time as F?","ends","10","FALSE",-0.0833333333333333,0,0,1,0,"J",29.431,"121"
"UJFX9","SGC3A","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",6.55408333333333,"Which shift(s) start at 12pm?","starttime","11","FALSE",-1,0,2,0,0,"B,F",6.749,"121"
"UJFX9","SGC3A","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",6.69666666666667,"Which shift(s) start at the same time as F?","starts","12","FALSE",-1,0,1,0,0,"B",8.359,"121"
"UJFX9","SGC3A","winter22","sona","asynch","item_nondiscriminant","1","1","1","1","1",600,600,"triangular",7.15195,"Which 2 shifts end when Z begins?","meets","13","FALSE",-0.5,1,2,0,0,"F,X",27.207,"121"
"UJFX9","SGC3A","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",7.82558333333333,"Which shift(s) end at 3pm?","endtime","14","FALSE",-1,0,1,0,0,"B",40.222,"121"
"UJFX9","SGC3A","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",8.28223333333333,"Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?","midpoint","15","FALSE",-0.0833333333333333,0,0,1,0,"B",27.285,"121"
"G1GGZ","SGC3A","winter22","sona","asynch","item_scaffold","1","2","1","1","1",600,600,"triangular",4.32146666666667,"Which shift(s) start at 11 am?","starttime","1","FALSE",0,0,0,0,1,"",127.76,"121"
"G1GGZ","SGC3A","winter22","sona","asynch","item_scaffold","1","2","1","1","1",600,600,"triangular",5.28725,"Which shift(s) start at the same time as D?","starts","2","FALSE",0,0,0,0,1,"",57.581,"121"
"G1GGZ","SGC3A","winter22","sona","asynch","item_scaffold","1","2","1","1","1",600,600,"triangular",6.22768333333333,"Which shift(s) begin when C ends?","meets","3","FALSE",0,0,0,0,1,"",56.29,"121"
"G1GGZ","SGC3A","winter22","sona","asynch","item_scaffold","1","2","1","1","1",600,600,"triangular",8.03125,"Which shift(s) end at 4 pm?","endtime","4","FALSE",0,0,0,0,1,"",108.084,"121"
"G1GGZ","SGC3A","winter22","sona","asynch","item_scaffold","1","2","1","1","1",600,600,"triangular",9.5212,"Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?","midpoint","5","FALSE",-0.0833333333333333,0,0,1,0,"H",89.046,"121"
"G1GGZ","SGC3A","winter22","sona","asynch","item_nondiscriminant","1","1","1","1","1",600,600,"triangular",10.0488,"Which shift(s) are six hours long?","duration","6","TRUE",0,2,2,0,0,"E,G",20.625,"121"
"G1GGZ","SGC3A","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",10.4918333333333,"Which 2 shifts less than 5 hours long start at the same time?","duration+starts","7","FALSE",-1,0,2,0,0,"B,F",26.446,"121"
"G1GGZ","SGC3A","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",11.1505833333333,"Which shift(s) under 7 hours long starts before B starts, and ends after X ends?","duration+contained","8","FALSE",-1,0,1,0,0,"E",39.403,"121"
"G1GGZ","SGC3A","winter22","sona","asynch","item_nondiscriminant","1","1","1","1","1",600,600,"triangular",11.8355833333333,"Which shift(s) begins before J begins and ends during B?","starttime+before+endtime+during","9","TRUE",0,1,1,0,0,"I",40.962,"121"
"G1GGZ","SGC3A","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",13.0596333333333,"Which shift(s) end at the same time as F?","ends","10","FALSE",-1,0,1,0,0,"X",73.299,"121"
"G1GGZ","SGC3A","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",13.3835833333333,"Which shift(s) start at 12pm?","starttime","11","FALSE",-1,0,2,0,0,"B,F",19.064,"121"
"G1GGZ","SGC3A","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",13.6828,"Which shift(s) start at the same time as F?","starts","12","FALSE",-1,0,1,0,0,"B",17.818,"121"
"G1GGZ","SGC3A","winter22","sona","asynch","item_nondiscriminant","1","1","1","1","1",600,600,"triangular",14.3395666666667,"Which 2 shifts end when Z begins?","meets","13","FALSE",-0.5,1,2,0,0,"F,X",39.275,"121"
"G1GGZ","SGC3A","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",14.9358833333333,"Which shift(s) end at 3pm?","endtime","14","FALSE",-1,0,1,0,0,"B",35.621,"121"
"G1GGZ","SGC3A","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",15.7981,"Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?","midpoint","15","FALSE",-1,0,2,0,0,"E,F",51.6,"121"
"7OYPU","SGC3A","winter22","sona","asynch","item_scaffold","1","1","1","1","1",600,600,"triangular",0.367316666666667,"Which shift(s) start at 11 am?","starttime","1","TRUE",1,1,0,0,0,"F",8.485,"111"
"7OYPU","SGC3A","winter22","sona","asynch","item_scaffold","1","1","1","1","1",600,600,"triangular",0.534683333333333,"Which shift(s) start at the same time as D?","starts","2","TRUE",1,1,0,0,0,"K",9.932,"111"
"7OYPU","SGC3A","winter22","sona","asynch","item_scaffold","1","1","1","1","1",600,600,"triangular",0.752233333333333,"Which shift(s) begin when C ends?","meets","3","TRUE",1,1,0,0,0,"F",12.933,"111"
"7OYPU","SGC3A","winter22","sona","asynch","item_scaffold","1","1","1","1","1",600,600,"triangular",0.853,"Which shift(s) end at 4 pm?","endtime","4","TRUE",1,1,0,0,0,"H",5.826,"111"
"7OYPU","SGC3A","winter22","sona","asynch","item_scaffold","1","1","1","1","1",600,600,"triangular",0.97455,"Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?","midpoint","5","TRUE",1,1,0,0,0,"O",7.195,"111"
"7OYPU","SGC3A","winter22","sona","asynch","item_nondiscriminant","1","1","1","1","1",600,600,"triangular",1.14076666666667,"Which shift(s) are six hours long?","duration","6","TRUE",0,2,2,0,0,"E,G",9.197,"111"
"7OYPU","SGC3A","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",1.42668333333333,"Which 2 shifts less than 5 hours long start at the same time?","duration+starts","7","TRUE",1,2,0,0,0,"O,X",17.032,"111"
"7OYPU","SGC3A","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",1.9297,"Which shift(s) under 7 hours long starts before B starts, and ends after X ends?","duration+contained","8","TRUE",1,1,0,0,0,"G",30.081,"111"
"7OYPU","SGC3A","winter22","sona","asynch","item_nondiscriminant","1","1","1","1","1",600,600,"triangular",2.19255,"Which shift(s) begins before J begins and ends during B?","starttime+before+endtime+during","9","FALSE",-0.0833333333333333,0,0,1,0,"E",15.669,"111"
"7OYPU","SGC3A","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",2.41853333333333,"Which shift(s) end at the same time as F?","ends","10","TRUE",1,1,0,0,0,"E",13.46,"111"
"7OYPU","SGC3A","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",2.58508333333333,"Which shift(s) start at 12pm?","starttime","11","TRUE",1,2,0,0,0,"L,M",9.895,"111"
"7OYPU","SGC3A","winter22","sona","asynch","item_test","1","1","1","1","1",600,600,"triangular",2.7119,"Which shift(s) start at the same time as F?","starts","12","TRUE",1,1,0,0,0,"G",6.871,"111"
"7OYPU","SGC3A","winter22","sona","asynch","item_nondiscriminant","1","1","1","1","1",600,600,"triangular",2.9059,"Which 2 shifts end when Z begins?","meets","13","FALSE",-0.166666666666667,0,0,2,0,"H,N",11.483,"111"
