"subject","condition","pretty_condition","study","term","mode","q","question","correct","rt_s","response","num_o","ROTATION","SHAPE"
"BH9QU","11111221","ORTH-45","SGC4C","summer22","asynch",8,"Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",FALSE,120.934,"AGK",3,"45","ORTH"
"BH9QU","11111221","ORTH-45","SGC4C","summer22","asynch",9,"Which shift(s) begins before J begins and ends during B?",TRUE,155.599,"I",1,"45","ORTH"
"BH9QU","11111221","ORTH-45","SGC4C","summer22","asynch",10,"Which shift(s) end at the same time as F?",TRUE,7.763,"E",1,"45","ORTH"
"BH9QU","11111221","ORTH-45","SGC4C","summer22","asynch",11,"Which shift(s) start at 12pm?",TRUE,11.767,"LM",2,"45","ORTH"
"BH9QU","11111221","ORTH-45","SGC4C","summer22","asynch",12,"Which shift(s) start at the same time as F?",TRUE,11.105,"G",1,"45","ORTH"
"BH9QU","11111221","ORTH-45","SGC4C","summer22","asynch",13,"Which 2 shifts end when Z begins?",TRUE,104.326,"EF",2,"45","ORTH"
"BH9QU","11111221","ORTH-45","SGC4C","summer22","asynch",14,"Which shift(s) end at 3pm?",TRUE,7.948,"X",1,"45","ORTH"
"BH9QU","11111221","ORTH-45","SGC4C","summer22","asynch",15,"Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",TRUE,259.503,"KX",2,"45","ORTH"
"NNP7V","11111221","ORTH-45","SGC4C","summer22","asynch",1,"Which shift(s) start at 11 am?",FALSE,33.066,"CF",2,"45","ORTH"
"NNP7V","11111221","ORTH-45","SGC4C","summer22","asynch",2,"Which shift(s) start at the same time as D?",TRUE,14.047,"K",1,"45","ORTH"
"NNP7V","11111221","ORTH-45","SGC4C","summer22","asynch",3,"Which shift(s) begin when C ends?",TRUE,49.033,"F",1,"45","ORTH"
"NNP7V","11111221","ORTH-45","SGC4C","summer22","asynch",4,"Which shift(s) end at 4 pm?",TRUE,22.282,"H",1,"45","ORTH"
"NNP7V","11111221","ORTH-45","SGC4C","summer22","asynch",5,"Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",TRUE,55.986,"O",1,"45","ORTH"
"NNP7V","11111221","ORTH-45","SGC4C","summer22","asynch",6,"Which shift(s) are six hours long?",TRUE,6.713,"EG",2,"45","ORTH"
"NNP7V","11111221","ORTH-45","SGC4C","summer22","asynch",7,"Which 2 shifts less than 5 hours long start at the same time?",TRUE,28.393,"OX",2,"45","ORTH"
"NNP7V","11111221","ORTH-45","SGC4C","summer22","asynch",8,"Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",TRUE,25.08,"G",1,"45","ORTH"
"NNP7V","11111221","ORTH-45","SGC4C","summer22","asynch",9,"Which shift(s) begins before J begins and ends during B?",TRUE,29.65,"I",1,"45","ORTH"
"NNP7V","11111221","ORTH-45","SGC4C","summer22","asynch",10,"Which shift(s) end at the same time as F?",TRUE,15.402,"E",1,"45","ORTH"
"NNP7V","11111221","ORTH-45","SGC4C","summer22","asynch",11,"Which shift(s) start at 12pm?",TRUE,10.775,"LM",2,"45","ORTH"
"NNP7V","11111221","ORTH-45","SGC4C","summer22","asynch",12,"Which shift(s) start at the same time as F?",TRUE,5.47,"G",1,"45","ORTH"
"NNP7V","11111221","ORTH-45","SGC4C","summer22","asynch",13,"Which 2 shifts end when Z begins?",TRUE,13.546,"EF",2,"45","ORTH"
"NNP7V","11111221","ORTH-45","SGC4C","summer22","asynch",14,"Which shift(s) end at 3pm?",TRUE,10.333,"X",1,"45","ORTH"
"NNP7V","11111221","ORTH-45","SGC4C","summer22","asynch",15,"Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",FALSE,58.01,"X",1,"45","ORTH"
"UXUG2","11111221","ORTH-45","SGC4C","summer22","asynch",1,"Which shift(s) start at 11 am?",FALSE,78.424,"A",1,"45","ORTH"
"UXUG2","11111221","ORTH-45","SGC4C","summer22","asynch",2,"Which shift(s) start at the same time as D?",TRUE,76.603,"K",1,"45","ORTH"
"UXUG2","11111221","ORTH-45","SGC4C","summer22","asynch",3,"Which shift(s) begin when C ends?",TRUE,33.209,"F",1,"45","ORTH"
"UXUG2","11111221","ORTH-45","SGC4C","summer22","asynch",4,"Which shift(s) end at 4 pm?",TRUE,130.101,"H",1,"45","ORTH"
"UXUG2","11111221","ORTH-45","SGC4C","summer22","asynch",5,"Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",TRUE,321.18,"O",1,"45","ORTH"
"UXUG2","11111221","ORTH-45","SGC4C","summer22","asynch",6,"Which shift(s) are six hours long?",TRUE,14.259,"EG",2,"45","ORTH"
"UXUG2","11111221","ORTH-45","SGC4C","summer22","asynch",7,"Which 2 shifts less than 5 hours long start at the same time?",TRUE,40.679,"OX",2,"45","ORTH"
"UXUG2","11111221","ORTH-45","SGC4C","summer22","asynch",8,"Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",TRUE,138.255,"G",1,"45","ORTH"
"UXUG2","11111221","ORTH-45","SGC4C","summer22","asynch",9,"Which shift(s) begins before J begins and ends during B?",TRUE,100.647,"I",1,"45","ORTH"
"UXUG2","11111221","ORTH-45","SGC4C","summer22","asynch",10,"Which shift(s) end at the same time as F?",TRUE,12.059,"E",1,"45","ORTH"
"UXUG2","11111221","ORTH-45","SGC4C","summer22","asynch",11,"Which shift(s) start at 12pm?",TRUE,19.663,"LM",2,"45","ORTH"
"UXUG2","11111221","ORTH-45","SGC4C","summer22","asynch",12,"Which shift(s) start at the same time as F?",FALSE,18.766,"FG",2,"45","ORTH"
"UXUG2","11111221","ORTH-45","SGC4C","summer22","asynch",13,"Which 2 shifts end when Z begins?",TRUE,39.169,"EF",2,"45","ORTH"
"UXUG2","11111221","ORTH-45","SGC4C","summer22","asynch",14,"Which shift(s) end at 3pm?",TRUE,13.757,"X",1,"45","ORTH"
"UXUG2","11111221","ORTH-45","SGC4C","summer22","asynch",15,"Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",TRUE,361.278,"KX",2,"45","ORTH"
"21HBX","11111221","ORTH-45","SGC4C","summer22","asynch",1,"Which shift(s) start at 11 am?",FALSE,24.485,"C",1,"45","ORTH"
"21HBX","11111221","ORTH-45","SGC4C","summer22","asynch",2,"Which shift(s) start at the same time as D?",TRUE,25.227,"K",1,"45","ORTH"
"21HBX","11111221","ORTH-45","SGC4C","summer22","asynch",3,"Which shift(s) begin when C ends?",TRUE,8.626,"F",1,"45","ORTH"
"21HBX","11111221","ORTH-45","SGC4C","summer22","asynch",4,"Which shift(s) end at 4 pm?",TRUE,10.868,"H",1,"45","ORTH"
"21HBX","11111221","ORTH-45","SGC4C","summer22","asynch",5,"Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",FALSE,16.084,"F",1,"45","ORTH"
"21HBX","11111221","ORTH-45","SGC4C","summer22","asynch",6,"Which shift(s) are six hours long?",TRUE,9.655,"EG",2,"45","ORTH"
"21HBX","11111221","ORTH-45","SGC4C","summer22","asynch",7,"Which 2 shifts less than 5 hours long start at the same time?",TRUE,22.129,"OX",2,"45","ORTH"
"21HBX","11111221","ORTH-45","SGC4C","summer22","asynch",8,"Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",TRUE,35.423,"G",1,"45","ORTH"
"21HBX","11111221","ORTH-45","SGC4C","summer22","asynch",9,"Which shift(s) begins before J begins and ends during B?",TRUE,21.521,"I",1,"45","ORTH"
"21HBX","11111221","ORTH-45","SGC4C","summer22","asynch",10,"Which shift(s) end at the same time as F?",FALSE,9.131,"",0,"45","ORTH"
"21HBX","11111221","ORTH-45","SGC4C","summer22","asynch",11,"Which shift(s) start at 12pm?",TRUE,10.02,"LM",2,"45","ORTH"
"21HBX","11111221","ORTH-45","SGC4C","summer22","asynch",12,"Which shift(s) start at the same time as F?",TRUE,7.62,"G",1,"45","ORTH"
"21HBX","11111221","ORTH-45","SGC4C","summer22","asynch",13,"Which 2 shifts end when Z begins?",TRUE,11.085,"EF",2,"45","ORTH"
"21HBX","11111221","ORTH-45","SGC4C","summer22","asynch",14,"Which shift(s) end at 3pm?",TRUE,5.533,"X",1,"45","ORTH"
"21HBX","11111221","ORTH-45","SGC4C","summer22","asynch",15,"Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",FALSE,35.55,"C",1,"45","ORTH"
"6OYDX","11111221","ORTH-45","SGC4C","summer22","asynch",1,"Which shift(s) start at 11 am?",FALSE,93.804,"",0,"45","ORTH"
"6OYDX","11111221","ORTH-45","SGC4C","summer22","asynch",2,"Which shift(s) start at the same time as D?",FALSE,173.431,"E",1,"45","ORTH"
"6OYDX","11111221","ORTH-45","SGC4C","summer22","asynch",3,"Which shift(s) begin when C ends?",FALSE,61.731,"A",1,"45","ORTH"
"6OYDX","11111221","ORTH-45","SGC4C","summer22","asynch",4,"Which shift(s) end at 4 pm?",FALSE,19.136,"",0,"45","ORTH"
"6OYDX","11111221","ORTH-45","SGC4C","summer22","asynch",5,"Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",FALSE,56.27,"C",1,"45","ORTH"
"6OYDX","11111221","ORTH-45","SGC4C","summer22","asynch",6,"Which shift(s) are six hours long?",TRUE,74.009,"EG",2,"45","ORTH"
"6OYDX","11111221","ORTH-45","SGC4C","summer22","asynch",7,"Which 2 shifts less than 5 hours long start at the same time?",FALSE,48.604,"BF",2,"45","ORTH"
"6OYDX","11111221","ORTH-45","SGC4C","summer22","asynch",8,"Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",FALSE,114.142,"M",1,"45","ORTH"
"6OYDX","11111221","ORTH-45","SGC4C","summer22","asynch",9,"Which shift(s) begins before J begins and ends during B?",TRUE,48.183,"I",1,"45","ORTH"
"6OYDX","11111221","ORTH-45","SGC4C","summer22","asynch",10,"Which shift(s) end at the same time as F?",FALSE,43.275,"B",1,"45","ORTH"
"6OYDX","11111221","ORTH-45","SGC4C","summer22","asynch",11,"Which shift(s) start at 12pm?",FALSE,61.198,"G",1,"45","ORTH"
"6OYDX","11111221","ORTH-45","SGC4C","summer22","asynch",12,"Which shift(s) start at the same time as F?",FALSE,35.279,"B",1,"45","ORTH"
"6OYDX","11111221","ORTH-45","SGC4C","summer22","asynch",13,"Which 2 shifts end when Z begins?",FALSE,86.386,"HL",2,"45","ORTH"
"6OYDX","11111221","ORTH-45","SGC4C","summer22","asynch",14,"Which shift(s) end at 3pm?",FALSE,16.044,"",0,"45","ORTH"
"6OYDX","11111221","ORTH-45","SGC4C","summer22","asynch",15,"Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",FALSE,19.221,"",0,"45","ORTH"
"0CH4N","11111221","ORTH-45","SGC4C","summer22","asynch",1,"Which shift(s) start at 11 am?",TRUE,22.724,"F",1,"45","ORTH"
"0CH4N","11111221","ORTH-45","SGC4C","summer22","asynch",2,"Which shift(s) start at the same time as D?",FALSE,7.842,"J",1,"45","ORTH"
"0CH4N","11111221","ORTH-45","SGC4C","summer22","asynch",3,"Which shift(s) begin when C ends?",FALSE,14.107,"A",1,"45","ORTH"
"0CH4N","11111221","ORTH-45","SGC4C","summer22","asynch",4,"Which shift(s) end at 4 pm?",FALSE,9.193,"B",1,"45","ORTH"
"0CH4N","11111221","ORTH-45","SGC4C","summer22","asynch",5,"Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",FALSE,11.519,"U",1,"45","ORTH"
"0CH4N","11111221","ORTH-45","SGC4C","summer22","asynch",6,"Which shift(s) are six hours long?",TRUE,11.559,"EG",2,"45","ORTH"
"0CH4N","11111221","ORTH-45","SGC4C","summer22","asynch",7,"Which 2 shifts less than 5 hours long start at the same time?",FALSE,17.565,"BF",2,"45","ORTH"
"0CH4N","11111221","ORTH-45","SGC4C","summer22","asynch",8,"Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",FALSE,17.216,"O",1,"45","ORTH"
"0CH4N","11111221","ORTH-45","SGC4C","summer22","asynch",9,"Which shift(s) begins before J begins and ends during B?",TRUE,26.98,"I",1,"45","ORTH"
"0CH4N","11111221","ORTH-45","SGC4C","summer22","asynch",10,"Which shift(s) end at the same time as F?",FALSE,8.853,"Z",1,"45","ORTH"
"0CH4N","11111221","ORTH-45","SGC4C","summer22","asynch",11,"Which shift(s) start at 12pm?",FALSE,8.096,"M",1,"45","ORTH"
"0CH4N","11111221","ORTH-45","SGC4C","summer22","asynch",12,"Which shift(s) start at the same time as F?",TRUE,10.434,"G",1,"45","ORTH"
"0CH4N","11111221","ORTH-45","SGC4C","summer22","asynch",13,"Which 2 shifts end when Z begins?",FALSE,24.152,"HN",2,"45","ORTH"
"0CH4N","11111221","ORTH-45","SGC4C","summer22","asynch",14,"Which shift(s) end at 3pm?",FALSE,43.863,"HZ",2,"45","ORTH"
"0CH4N","11111221","ORTH-45","SGC4C","summer22","asynch",15,"Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",FALSE,31.805,"AG",2,"45","ORTH"
"7JFJD","11111221","ORTH-45","SGC4C","summer22","asynch",1,"Which shift(s) start at 11 am?",FALSE,33.307,"B",1,"45","ORTH"
"7JFJD","11111221","ORTH-45","SGC4C","summer22","asynch",2,"Which shift(s) start at the same time as D?",TRUE,81.063,"K",1,"45","ORTH"
"7JFJD","11111221","ORTH-45","SGC4C","summer22","asynch",3,"Which shift(s) begin when C ends?",FALSE,47.325,"A",1,"45","ORTH"
"7JFJD","11111221","ORTH-45","SGC4C","summer22","asynch",4,"Which shift(s) end at 4 pm?",FALSE,14.553,"C",1,"45","ORTH"
"7JFJD","11111221","ORTH-45","SGC4C","summer22","asynch",5,"Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",FALSE,45.773,"U",1,"45","ORTH"
"7JFJD","11111221","ORTH-45","SGC4C","summer22","asynch",6,"Which shift(s) are six hours long?",TRUE,31.525,"EG",2,"45","ORTH"
"7JFJD","11111221","ORTH-45","SGC4C","summer22","asynch",7,"Which 2 shifts less than 5 hours long start at the same time?",FALSE,12.137,"CH",2,"45","ORTH"
"7JFJD","11111221","ORTH-45","SGC4C","summer22","asynch",8,"Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",FALSE,36.222,"X",1,"45","ORTH"
"7JFJD","11111221","ORTH-45","SGC4C","summer22","asynch",9,"Which shift(s) begins before J begins and ends during B?",FALSE,5.931,"FN",2,"45","ORTH"
"7JFJD","11111221","ORTH-45","SGC4C","summer22","asynch",10,"Which shift(s) end at the same time as F?",FALSE,32.811,"A",1,"45","ORTH"
"7JFJD","11111221","ORTH-45","SGC4C","summer22","asynch",11,"Which shift(s) start at 12pm?",FALSE,29.989,"D",1,"45","ORTH"
"7JFJD","11111221","ORTH-45","SGC4C","summer22","asynch",12,"Which shift(s) start at the same time as F?",FALSE,12.623,"Z",1,"45","ORTH"
"7JFJD","11111221","ORTH-45","SGC4C","summer22","asynch",13,"Which 2 shifts end when Z begins?",FALSE,378.792,"Z",1,"45","ORTH"
"7JFJD","11111221","ORTH-45","SGC4C","summer22","asynch",14,"Which shift(s) end at 3pm?",FALSE,37.504,"P",1,"45","ORTH"
"7JFJD","11111221","ORTH-45","SGC4C","summer22","asynch",15,"Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",FALSE,104.197,"DJN",3,"45","ORTH"
"QWYMT","11111221","ORTH-45","SGC4C","summer22","asynch",1,"Which shift(s) start at 11 am?",TRUE,53.814,"F",1,"45","ORTH"
"QWYMT","11111221","ORTH-45","SGC4C","summer22","asynch",2,"Which shift(s) start at the same time as D?",TRUE,28.533,"K",1,"45","ORTH"
"QWYMT","11111221","ORTH-45","SGC4C","summer22","asynch",3,"Which shift(s) begin when C ends?",TRUE,42.538,"F",1,"45","ORTH"
"QWYMT","11111221","ORTH-45","SGC4C","summer22","asynch",4,"Which shift(s) end at 4 pm?",TRUE,55.048,"H",1,"45","ORTH"
"QWYMT","11111221","ORTH-45","SGC4C","summer22","asynch",5,"Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",FALSE,54.845,"AO",2,"45","ORTH"
"QWYMT","11111221","ORTH-45","SGC4C","summer22","asynch",6,"Which shift(s) are six hours long?",TRUE,19.361,"EG",2,"45","ORTH"
"QWYMT","11111221","ORTH-45","SGC4C","summer22","asynch",7,"Which 2 shifts less than 5 hours long start at the same time?",TRUE,114.21,"OX",2,"45","ORTH"
"QWYMT","11111221","ORTH-45","SGC4C","summer22","asynch",8,"Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",TRUE,84.063,"G",1,"45","ORTH"
"QWYMT","11111221","ORTH-45","SGC4C","summer22","asynch",9,"Which shift(s) begins before J begins and ends during B?",FALSE,29.995,"E",1,"45","ORTH"
"QWYMT","11111221","ORTH-45","SGC4C","summer22","asynch",10,"Which shift(s) end at the same time as F?",TRUE,24.577,"E",1,"45","ORTH"
"QWYMT","11111221","ORTH-45","SGC4C","summer22","asynch",11,"Which shift(s) start at 12pm?",TRUE,18.33,"LM",2,"45","ORTH"
"QWYMT","11111221","ORTH-45","SGC4C","summer22","asynch",12,"Which shift(s) start at the same time as F?",TRUE,7.395,"G",1,"45","ORTH"
"QWYMT","11111221","ORTH-45","SGC4C","summer22","asynch",13,"Which 2 shifts end when Z begins?",FALSE,20.496,"HN",2,"45","ORTH"
"QWYMT","11111221","ORTH-45","SGC4C","summer22","asynch",14,"Which shift(s) end at 3pm?",TRUE,9.286,"X",1,"45","ORTH"
"QWYMT","11111221","ORTH-45","SGC4C","summer22","asynch",15,"Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",FALSE,80.147,"CKX",3,"45","ORTH"
"QLAD4","11111221","ORTH-45","SGC4C","summer22","asynch",1,"Which shift(s) start at 11 am?",TRUE,11.166,"F",1,"45","ORTH"
"QLAD4","11111221","ORTH-45","SGC4C","summer22","asynch",2,"Which shift(s) start at the same time as D?",TRUE,12.807,"K",1,"45","ORTH"
"QLAD4","11111221","ORTH-45","SGC4C","summer22","asynch",3,"Which shift(s) begin when C ends?",FALSE,10.346,"O",1,"45","ORTH"
"QLAD4","11111221","ORTH-45","SGC4C","summer22","asynch",4,"Which shift(s) end at 4 pm?",FALSE,5.861,"B",1,"45","ORTH"
"QLAD4","11111221","ORTH-45","SGC4C","summer22","asynch",5,"Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",FALSE,23.621,"HK",2,"45","ORTH"
"QLAD4","11111221","ORTH-45","SGC4C","summer22","asynch",6,"Which shift(s) are six hours long?",TRUE,11.716,"EG",2,"45","ORTH"
"QLAD4","11111221","ORTH-45","SGC4C","summer22","asynch",7,"Which 2 shifts less than 5 hours long start at the same time?",TRUE,35.73,"OX",2,"45","ORTH"
"QLAD4","11111221","ORTH-45","SGC4C","summer22","asynch",8,"Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",FALSE,77.172,"JN",2,"45","ORTH"
"QLAD4","11111221","ORTH-45","SGC4C","summer22","asynch",9,"Which shift(s) begins before J begins and ends during B?",TRUE,17.655,"I",1,"45","ORTH"
"QLAD4","11111221","ORTH-45","SGC4C","summer22","asynch",10,"Which shift(s) end at the same time as F?",FALSE,8.732,"G",1,"45","ORTH"
"QLAD4","11111221","ORTH-45","SGC4C","summer22","asynch",11,"Which shift(s) start at 12pm?",TRUE,7.954,"LM",2,"45","ORTH"
"QLAD4","11111221","ORTH-45","SGC4C","summer22","asynch",12,"Which shift(s) start at the same time as F?",TRUE,9.759,"G",1,"45","ORTH"
"QLAD4","11111221","ORTH-45","SGC4C","summer22","asynch",13,"Which 2 shifts end when Z begins?",FALSE,38.19,"CH",2,"45","ORTH"
"QLAD4","11111221","ORTH-45","SGC4C","summer22","asynch",14,"Which shift(s) end at 3pm?",FALSE,12.456,"P",1,"45","ORTH"
"QLAD4","11111221","ORTH-45","SGC4C","summer22","asynch",15,"Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",FALSE,11.184,"FZ",2,"45","ORTH"
"WPA2C","11111221","ORTH-45","SGC4C","summer22","asynch",1,"Which shift(s) start at 11 am?",TRUE,18.427,"F",1,"45","ORTH"
"WPA2C","11111221","ORTH-45","SGC4C","summer22","asynch",2,"Which shift(s) start at the same time as D?",FALSE,25.673,"X",1,"45","ORTH"
"WPA2C","11111221","ORTH-45","SGC4C","summer22","asynch",3,"Which shift(s) begin when C ends?",TRUE,16.598,"F",1,"45","ORTH"
"WPA2C","11111221","ORTH-45","SGC4C","summer22","asynch",4,"Which shift(s) end at 4 pm?",FALSE,98.84,"HB",2,"45","ORTH"
"WPA2C","11111221","ORTH-45","SGC4C","summer22","asynch",5,"Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",TRUE,37.666,"O",1,"45","ORTH"
"WPA2C","11111221","ORTH-45","SGC4C","summer22","asynch",6,"Which shift(s) are six hours long?",TRUE,10.026,"EG",2,"45","ORTH"
"WPA2C","11111221","ORTH-45","SGC4C","summer22","asynch",7,"Which 2 shifts less than 5 hours long start at the same time?",FALSE,25.82,"BF",2,"45","ORTH"
"WPA2C","11111221","ORTH-45","SGC4C","summer22","asynch",8,"Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",FALSE,45.549,"EG",2,"45","ORTH"
"WPA2C","11111221","ORTH-45","SGC4C","summer22","asynch",9,"Which shift(s) begins before J begins and ends during B?",FALSE,55.895,"",0,"45","ORTH"
"WPA2C","11111221","ORTH-45","SGC4C","summer22","asynch",10,"Which shift(s) end at the same time as F?",FALSE,13.405,"G",1,"45","ORTH"
"WPA2C","11111221","ORTH-45","SGC4C","summer22","asynch",11,"Which shift(s) start at 12pm?",TRUE,9.362,"LM",2,"45","ORTH"
"WPA2C","11111221","ORTH-45","SGC4C","summer22","asynch",12,"Which shift(s) start at the same time as F?",TRUE,31.542,"G",1,"45","ORTH"
"WPA2C","11111221","ORTH-45","SGC4C","summer22","asynch",13,"Which 2 shifts end when Z begins?",TRUE,35.462,"EF",2,"45","ORTH"
"WPA2C","11111221","ORTH-45","SGC4C","summer22","asynch",14,"Which shift(s) end at 3pm?",TRUE,7.107,"X",1,"45","ORTH"
"WPA2C","11111221","ORTH-45","SGC4C","summer22","asynch",15,"Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",TRUE,62.865,"KX",2,"45","ORTH"
"55QDU","11111221","ORTH-45","SGC4C","summer22","asynch",1,"Which shift(s) start at 11 am?",FALSE,16.688,"A",1,"45","ORTH"
"55QDU","11111221","ORTH-45","SGC4C","summer22","asynch",2,"Which shift(s) start at the same time as D?",FALSE,11.164,"E",1,"45","ORTH"
"55QDU","11111221","ORTH-45","SGC4C","summer22","asynch",3,"Which shift(s) begin when C ends?",FALSE,24.652,"Z",1,"45","ORTH"
"55QDU","11111221","ORTH-45","SGC4C","summer22","asynch",4,"Which shift(s) end at 4 pm?",FALSE,18.514,"U",1,"45","ORTH"
"55QDU","11111221","ORTH-45","SGC4C","summer22","asynch",5,"Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",FALSE,47.703,"U",1,"45","ORTH"
"55QDU","11111221","ORTH-45","SGC4C","summer22","asynch",6,"Which shift(s) are six hours long?",TRUE,11.972,"EG",2,"45","ORTH"
"55QDU","11111221","ORTH-45","SGC4C","summer22","asynch",7,"Which 2 shifts less than 5 hours long start at the same time?",FALSE,18.395,"BF",2,"45","ORTH"
"55QDU","11111221","ORTH-45","SGC4C","summer22","asynch",8,"Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",FALSE,44.12,"E",1,"45","ORTH"
"55QDU","11111221","ORTH-45","SGC4C","summer22","asynch",9,"Which shift(s) begins before J begins and ends during B?",TRUE,90.264,"I",1,"45","ORTH"
"55QDU","11111221","ORTH-45","SGC4C","summer22","asynch",10,"Which shift(s) end at the same time as F?",FALSE,55.69,"FX",2,"45","ORTH"
"55QDU","11111221","ORTH-45","SGC4C","summer22","asynch",11,"Which shift(s) start at 12pm?",FALSE,30.235,"BF",2,"45","ORTH"
"55QDU","11111221","ORTH-45","SGC4C","summer22","asynch",12,"Which shift(s) start at the same time as F?",FALSE,21.367,"B",1,"45","ORTH"
"55QDU","11111221","ORTH-45","SGC4C","summer22","asynch",13,"Which 2 shifts end when Z begins?",FALSE,44.743,"FX",2,"45","ORTH"
"55QDU","11111221","ORTH-45","SGC4C","summer22","asynch",14,"Which shift(s) end at 3pm?",FALSE,41.438,"B",1,"45","ORTH"
"55QDU","11111221","ORTH-45","SGC4C","summer22","asynch",15,"Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",FALSE,78.944,"BE",2,"45","ORTH"
"UJTNE","11111221","ORTH-45","SGC4C","summer22","asynch",1,"Which shift(s) start at 11 am?",TRUE,13.487,"F",1,"45","ORTH"
"UJTNE","11111221","ORTH-45","SGC4C","summer22","asynch",2,"Which shift(s) start at the same time as D?",TRUE,9.574,"K",1,"45","ORTH"
"UJTNE","11111221","ORTH-45","SGC4C","summer22","asynch",3,"Which shift(s) begin when C ends?",FALSE,60.664,"AUB",3,"45","ORTH"
"UJTNE","11111221","ORTH-45","SGC4C","summer22","asynch",4,"Which shift(s) end at 4 pm?",FALSE,36.916,"B",1,"45","ORTH"
"UJTNE","11111221","ORTH-45","SGC4C","summer22","asynch",5,"Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",FALSE,9.649,"JKD",3,"45","ORTH"
"UJTNE","11111221","ORTH-45","SGC4C","summer22","asynch",6,"Which shift(s) are six hours long?",TRUE,11.235,"EG",2,"45","ORTH"
"UJTNE","11111221","ORTH-45","SGC4C","summer22","asynch",7,"Which 2 shifts less than 5 hours long start at the same time?",FALSE,19.637,"FZ",2,"45","ORTH"
"UJTNE","11111221","ORTH-45","SGC4C","summer22","asynch",8,"Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",FALSE,34.803,"F",1,"45","ORTH"
"UJTNE","11111221","ORTH-45","SGC4C","summer22","asynch",9,"Which shift(s) begins before J begins and ends during B?",FALSE,4.538,"H",1,"45","ORTH"
"UJTNE","11111221","ORTH-45","SGC4C","summer22","asynch",10,"Which shift(s) end at the same time as F?",FALSE,25.086,"IL",2,"45","ORTH"
"UJTNE","11111221","ORTH-45","SGC4C","summer22","asynch",11,"Which shift(s) start at 12pm?",TRUE,9.457,"LM",2,"45","ORTH"
"UJTNE","11111221","ORTH-45","SGC4C","summer22","asynch",12,"Which shift(s) start at the same time as F?",TRUE,11.317,"G",1,"45","ORTH"
"UJTNE","11111221","ORTH-45","SGC4C","summer22","asynch",13,"Which 2 shifts end when Z begins?",FALSE,15.897,"LO",2,"45","ORTH"
"UJTNE","11111221","ORTH-45","SGC4C","summer22","asynch",14,"Which shift(s) end at 3pm?",FALSE,7.442,"GHMP",4,"45","ORTH"
"UJTNE","11111221","ORTH-45","SGC4C","summer22","asynch",15,"Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",FALSE,53.233,"HN",2,"45","ORTH"
"XWL4H","11111221","ORTH-45","SGC4C","summer22","asynch",1,"Which shift(s) start at 11 am?",TRUE,24.943,"F",1,"45","ORTH"
"XWL4H","11111221","ORTH-45","SGC4C","summer22","asynch",2,"Which shift(s) start at the same time as D?",FALSE,39.856,"KD",2,"45","ORTH"
"XWL4H","11111221","ORTH-45","SGC4C","summer22","asynch",3,"Which shift(s) begin when C ends?",FALSE,52.777,"E",1,"45","ORTH"
"XWL4H","11111221","ORTH-45","SGC4C","summer22","asynch",4,"Which shift(s) end at 4 pm?",FALSE,75.196,"ACU",3,"45","ORTH"
"XWL4H","11111221","ORTH-45","SGC4C","summer22","asynch",5,"Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",FALSE,127.751,"HK",2,"45","ORTH"
