"subject","condition","pretty_condition","term","mode","question","q","answer","correct","rt_s","response","num_o","score_TRI","score_ORTH","score_SAT_left","score_SAT_right","score_TV_max","score_TV_start","score_TV_end","score_TV_duration","score_REF","score_BOTH","score_ABS","score_niceABS","score_TVERSKY","tv_type","score_SATISFICE","sat_type","top_score","top_type","range","int2","interpretation","high_interpretation","score_SCALED","score_STATE"
"J3FYJ","11115","11115","winter22","asynch","Which shift(s) end at the same time as F?",10,"I ,J ",FALSE,17.565,"  IJ",4,-0.125,-0.125,NA,NA,-0.142857142857143,-0.125,-0.125,-0.125,0,0,0,0,-0.125,"score_TV_start",NA,NA,-0.125,"score_TRI",0,"?","?","neg.trans",-0.5,"unknown"
"J3FYJ","11115","11115","winter22","asynch","Which shift(s) start at 12pm?",11,"B ,F ",FALSE,10.983,"  BF",4,-0.125,1,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,1,"score_ORTH",1.125,"Orthogonal","Orthogonal","orthogonal",-1,"orth-like"
"J3FYJ","11115","11115","winter22","asynch","Which shift(s) start at the same time as F?",12,"B ",FALSE,9.788," B",2,-0.0625,1,NA,NA,-0.0666666666666667,-0.0625,NA,-0.0625,0,0,0,0,-0.0625,"score_TV_start",NA,NA,1,"score_ORTH",1.0625,"Orthogonal","Orthogonal","orthogonal",-1,"orth-like"
"J3FYJ","11115","11115","winter22","asynch","Which 2 shifts end when Z begins?",13,"F ,X ",FALSE,23.749,"  FX",4,0.433333333333333,1,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,1,"score_ORTH",0.566666666666667,"Orthogonal","Orthogonal","orthogonal",-1,"orth-like"
"J3FYJ","11115","11115","winter22","asynch","Which shift(s) end at 3pm?",14,"B ",FALSE,46.226," B",2,-0.0588235294117647,1,NA,NA,-0.0714285714285714,NA,-0.0588235294117647,-0.0666666666666667,0,0,0,0,-0.0588235294117647,"score_TV_end",NA,NA,1,"score_ORTH",1.05882352941176,"Orthogonal","Orthogonal","orthogonal",-1,"orth-like"
"J3FYJ","11115","11115","winter22","asynch","Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",15,"F ",FALSE,27.396," F",2,-0.0625,0.5,NA,NA,-0.0666666666666667,-0.0588235294117647,NA,NA,0,0,0,0,-0.0588235294117647,"score_TV_start",NA,NA,0.5,"score_ORTH",0.5625,"Orthogonal","Orthogonal","orthogonal",-1,"orth-like"
"NHP4G","11115","11115","winter22","asynch","Which shift(s) start at 11 am?",1,"A ",FALSE,30.052," A",2,-0.0769230769230769,1,NA,NA,-0.0833333333333333,-0.0769230769230769,-0.0714285714285714,NA,0,0,0,0,-0.0714285714285714,"score_TV_end",NA,NA,1,"score_ORTH",1.07692307692308,"Orthogonal","Orthogonal","orthogonal",-1,"orth-like"
"NHP4G","11115","11115","winter22","asynch","Which shift(s) start at the same time as D?",2,"E ",FALSE,8.416," E",2,-0.0833333333333333,1,NA,NA,-0.111111111111111,-0.0909090909090909,-0.0769230769230769,-0.0769230769230769,0,0,0,0,-0.0769230769230769,"score_TV_end",NA,NA,1,"score_ORTH",1.08333333333333,"Orthogonal","Orthogonal","orthogonal",-1,"orth-like"
"NHP4G","11115","11115","winter22","asynch","Which shift(s) begin when C ends?",3,"Z ",FALSE,22.905," Z",2,0,1,NA,NA,-0.125,-0.0833333333333333,0,-0.0909090909090909,0,0,0,0,0,"score_TV_end",NA,NA,1,"score_ORTH",1,"Orthogonal","Orthogonal","orthogonal",-1,"orth-like"
"NHP4G","11115","11115","winter22","asynch","Which shift(s) end at 4 pm?",4,"U ",FALSE,44.344," U",2,-0.0714285714285714,1,NA,NA,-0.0769230769230769,-0.0714285714285714,-0.0714285714285714,NA,0,0,0,0,-0.0714285714285714,"score_TV_start",NA,NA,1,"score_ORTH",1.07142857142857,"Orthogonal","Orthogonal","orthogonal",-1,"orth-like"
"NHP4G","11115","11115","winter22","asynch","Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",5,"D ,E ",FALSE,19.255,"  DE",4,-0.181818181818182,-0.153846153846154,NA,NA,-0.142857142857143,-0.153846153846154,-0.166666666666667,NA,0,0,0,0,-0.142857142857143,"score_TV_max",NA,NA,-0.142857142857143,"score_TVERSKY",0.038961038961039,"?","?","neg.trans",-0.5,"unknown"
"NHP4G","11115","11115","winter22","asynch","Which shift(s) are six hours long?",6,"E ,G ",FALSE,7.912,"  EG",4,1,1,NA,NA,NA,NA,NA,NA,0,1,0,1,NA,NA,NA,NA,1,"score_TRI",0,"both tri + orth","both tri + orth","pos.trans",0.5,"tri-like"
"NHP4G","11115","11115","winter22","asynch","Which 2 shifts less than 5 hours long start at the same time?",7,"B ,D ,F ,I ,J ,M ,N ,O ,Z ,X ",FALSE,28.009,"          BDFIJMNOXZ",20,0.5,0.533333333333333,NA,NA,0.35,0.5,0.571428571428571,-0.625,0,0,0,0,0.571428571428571,"score_TV_end",NA,NA,0.571428571428571,"score_TVERSKY",0.0714285714285714,"frenzy","frenzy","neg.trans",-0.5,"unknown"
"NHP4G","11115","11115","winter22","asynch","Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",8,"E ",FALSE,11.444," E",2,-0.0666666666666667,1,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,1,"score_ORTH",1.06666666666667,"Orthogonal","Orthogonal","orthogonal",-1,"orth-like"
"NHP4G","11115","11115","winter22","asynch","Which shift(s) begins before J begins and ends during B?",9,"I ",FALSE,8.753," I",2,1,1,NA,NA,NA,NA,NA,NA,0,1,0,1,NA,NA,NA,NA,1,"score_TRI",0,"both tri + orth","both tri + orth","pos.trans",0.5,"tri-like"
"NHP4G","11115","11115","winter22","asynch","Which shift(s) end at the same time as F?",10,"X ",FALSE,13.871," X",2,-0.0625,1,NA,NA,-0.0714285714285714,-0.0625,-0.0625,-0.0625,0,0,0,0,-0.0625,"score_TV_start",NA,NA,1,"score_ORTH",1.0625,"Orthogonal","Orthogonal","orthogonal",-1,"orth-like"
"NHP4G","11115","11115","winter22","asynch","Which shift(s) start at 12pm?",11,"B ,F ",FALSE,8.225,"  BF",4,-0.125,1,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,1,"score_ORTH",1.125,"Orthogonal","Orthogonal","orthogonal",-1,"orth-like"
"NHP4G","11115","11115","winter22","asynch","Which shift(s) start at the same time as F?",12,"B ,F ",FALSE,8.051,"  BF",4,-0.0625,1,NA,NA,-0.0666666666666667,-0.0625,NA,-0.0625,0,0,0,0,-0.0625,"score_TV_start",NA,NA,1,"score_ORTH",1.0625,"Orthogonal","Orthogonal","orthogonal",-1,"orth-like"
"NHP4G","11115","11115","winter22","asynch","Which 2 shifts end when Z begins?",13,"F ,X ",FALSE,23.407,"  FX",4,0.433333333333333,1,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,1,"score_ORTH",0.566666666666667,"Orthogonal","Orthogonal","orthogonal",-1,"orth-like"
"NHP4G","11115","11115","winter22","asynch","Which shift(s) end at 3pm?",14,"E ",FALSE,11.901," E",2,-0.0588235294117647,-0.0588235294117647,NA,NA,-0.0714285714285714,NA,-0.0588235294117647,-0.0666666666666667,0,0,0,0,-0.0588235294117647,"score_TV_end",NA,NA,-0.0588235294117647,"score_TRI",0,"?","?","neg.trans",-0.5,"unknown"
"NHP4G","11115","11115","winter22","asynch","Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",15,"C ,G ",FALSE,8.075,"  CG",4,-0.125,-0.133333333333333,NA,NA,-0.133333333333333,-0.117647058823529,NA,NA,0,0,0,0,-0.117647058823529,"score_TV_start",NA,NA,-0.117647058823529,"score_TVERSKY",0.0156862745098039,"?","?","neg.trans",-0.5,"unknown"
"QAU26","11115","11115","winter22","asynch","Which shift(s) start at 11 am?",1,"",FALSE,19.5,"",0,0,0,NA,NA,0,0,0,NA,0,0,0,0,0,"score_TV_max",NA,NA,0,"score_TRI",0,"blank","blank","neutral",0,"unknown"
"QAU26","11115","11115","winter22","asynch","Which shift(s) start at the same time as D?",2,"E ",FALSE,22.154," E",2,-0.0833333333333333,1,NA,NA,-0.111111111111111,-0.0909090909090909,-0.0769230769230769,-0.0769230769230769,0,0,0,0,-0.0769230769230769,"score_TV_end",NA,NA,1,"score_ORTH",1.08333333333333,"Orthogonal","Orthogonal","orthogonal",-1,"orth-like"
"QAU26","11115","11115","winter22","asynch","Which shift(s) begin when C ends?",3,"A ,U ,B ",FALSE,25.429,"   ABU",6,-0.25,-0.3,NA,NA,0.5,-0.25,-0.25,1,0,0,0,0,1,"score_TV_duration",NA,NA,1,"score_TVERSKY",1.3,"frenzy","frenzy","neg.trans",-0.5,"unknown"
"QAU26","11115","11115","winter22","asynch","Which shift(s) end at 4 pm?",4,"D ,E ",FALSE,13.045,"  DE",4,-0.142857142857143,-0.166666666666667,NA,NA,-0.153846153846154,-0.142857142857143,-0.142857142857143,NA,0,0,0,0,-0.142857142857143,"score_TV_start",NA,NA,-0.142857142857143,"score_TRI",0.0238095238095238,"?","?","neg.trans",-0.5,"unknown"
"QAU26","11115","11115","winter22","asynch","Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",5,"O ,K ",FALSE,9.54,"  KO",4,0.909090909090909,-0.153846153846154,NA,NA,-0.142857142857143,-0.153846153846154,-0.166666666666667,NA,0,0,0,0,-0.142857142857143,"score_TV_max",NA,NA,0.909090909090909,"score_TRI",1.06293706293706,"Triangular","Triangular","triangular",1,"tri-like"
"QAU26","11115","11115","winter22","asynch","Which shift(s) are six hours long?",6,"E ,G ",FALSE,15.443,"  EG",4,1,1,NA,NA,NA,NA,NA,NA,0,1,0,1,NA,NA,NA,NA,1,"score_TRI",0,"both tri + orth","both tri + orth","pos.trans",0.5,"tri-like"
"QAU26","11115","11115","winter22","asynch","Which 2 shifts less than 5 hours long start at the same time?",7,"B ,F ",FALSE,16.197,"  BF",4,-0.125,1,NA,NA,-0.2,-0.125,-0.142857142857143,-0.125,0,0,0,0,-0.125,"score_TV_start",NA,NA,1,"score_ORTH",1.125,"Orthogonal","Orthogonal","orthogonal",-1,"orth-like"
"QAU26","11115","11115","winter22","asynch","Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",8,"G ,M ",FALSE,39.522,"  GM",4,0.933333333333333,-0.133333333333333,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0.933333333333333,"score_TRI",1.06666666666667,"Triangular","Triangular","triangular",1,"tri-like"
"QAU26","11115","11115","winter22","asynch","Which shift(s) begins before J begins and ends during B?",9,"E ",FALSE,19.486," E",2,-0.0666666666666667,-0.0666666666666667,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,-0.0666666666666667,"score_TRI",0,"?","?","neg.trans",-0.5,"unknown"
"QAU26","11115","11115","winter22","asynch","Which shift(s) end at the same time as F?",10,"E ",FALSE,28.713," E",2,1,-0.0625,NA,NA,0.333333333333333,-0.0625,1,-0.0625,0,0,0,1,1,"score_TV_end",NA,NA,1,"score_TRI",1.0625,"Triangular","Triangular","triangular",1,"tri-like"
"QAU26","11115","11115","winter22","asynch","Which shift(s) start at 12pm?",11,"L ,M ",FALSE,15.731,"  LM",4,1,-0.125,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,NA,NA,NA,1,"score_TRI",1.125,"Triangular","Triangular","triangular",1,"tri-like"
"QAU26","11115","11115","winter22","asynch","Which shift(s) start at the same time as F?",12,"G ",FALSE,8.376," G",2,1,-0.0625,NA,NA,0.5,1,NA,-0.0625,0,0,0,1,1,"score_TV_start",NA,NA,1,"score_TRI",1.0625,"Triangular","Triangular","triangular",1,"tri-like"
"QAU26","11115","11115","winter22","asynch","Which 2 shifts end when Z begins?",13,"E ,F ",FALSE,19.601,"  EF",4,1,0.433333333333333,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,NA,NA,NA,1,"score_TRI",0.566666666666667,"Triangular","Triangular","triangular",1,"tri-like"
"QAU26","11115","11115","winter22","asynch","Which shift(s) end at 3pm?",14,"X ",FALSE,13.324," X",2,1,-0.0588235294117647,NA,NA,0.25,NA,1,-0.0666666666666667,0,0,0,1,1,"score_TV_end",NA,NA,1,"score_TRI",1.05882352941176,"Triangular","Triangular","triangular",1,"tri-like"
"QAU26","11115","11115","winter22","asynch","Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",15,"E ,F ",FALSE,23.55,"  EF",4,-0.125,1,NA,NA,-0.133333333333333,-0.117647058823529,NA,NA,0,0,0,0,-0.117647058823529,"score_TV_start",NA,NA,1,"score_ORTH",1.125,"Orthogonal","Orthogonal","orthogonal",-1,"orth-like"
"0S724","11115","11115","winter22","asynch","Which shift(s) start at 11 am?",1,"A ",FALSE,25.008," A",2,-0.0769230769230769,1,NA,NA,-0.0833333333333333,-0.0769230769230769,-0.0714285714285714,NA,0,0,0,0,-0.0714285714285714,"score_TV_end",NA,NA,1,"score_ORTH",1.07692307692308,"Orthogonal","Orthogonal","orthogonal",-1,"orth-like"
"0S724","11115","11115","winter22","asynch","Which shift(s) start at the same time as D?",2,"E ",FALSE,20.292," E",2,-0.0833333333333333,1,NA,NA,-0.111111111111111,-0.0909090909090909,-0.0769230769230769,-0.0769230769230769,0,0,0,0,-0.0769230769230769,"score_TV_end",NA,NA,1,"score_ORTH",1.08333333333333,"Orthogonal","Orthogonal","orthogonal",-1,"orth-like"
"0S724","11115","11115","winter22","asynch","Which shift(s) begin when C ends?",3,"Z ",FALSE,37.349," Z",2,0,1,NA,NA,-0.125,-0.0833333333333333,0,-0.0909090909090909,0,0,0,0,0,"score_TV_end",NA,NA,1,"score_ORTH",1,"Orthogonal","Orthogonal","orthogonal",-1,"orth-like"
"0S724","11115","11115","winter22","asynch","Which shift(s) end at 4 pm?",4,"D ,E ",FALSE,47.42,"  DE",4,-0.142857142857143,-0.166666666666667,NA,NA,-0.153846153846154,-0.142857142857143,-0.142857142857143,NA,0,0,0,0,-0.142857142857143,"score_TV_start",NA,NA,-0.142857142857143,"score_TRI",0.0238095238095238,"?","?","neg.trans",-0.5,"unknown"
"0S724","11115","11115","winter22","asynch","Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",5,"O ",FALSE,21.984," O",2,1,-0.0769230769230769,NA,NA,-0.142857142857143,-0.0769230769230769,-0.0833333333333333,NA,0,0,0,1,-0.0769230769230769,"score_TV_start",NA,NA,1,"score_TRI",1.07692307692308,"Triangular","Triangular","triangular",1,"tri-like"
"0S724","11115","11115","winter22","asynch","Which shift(s) are six hours long?",6,"E ,G ",FALSE,16.081,"  EG",4,1,1,NA,NA,NA,NA,NA,NA,0,1,0,1,NA,NA,NA,NA,1,"score_TRI",0,"both tri + orth","both tri + orth","pos.trans",0.5,"tri-like"
"0S724","11115","11115","winter22","asynch","Which 2 shifts less than 5 hours long start at the same time?",7,"B ,F ",FALSE,28.723,"  BF",4,-0.125,1,NA,NA,-0.2,-0.125,-0.142857142857143,-0.125,0,0,0,0,-0.125,"score_TV_start",NA,NA,1,"score_ORTH",1.125,"Orthogonal","Orthogonal","orthogonal",-1,"orth-like"
"0S724","11115","11115","winter22","asynch","Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",8,"D ,J ,N ",FALSE,28.059,"   DJN",6,-0.2,-0.2,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,-0.2,"score_TRI",0,"frenzy","frenzy","neg.trans",-0.5,"unknown"
"0S724","11115","11115","winter22","asynch","Which shift(s) begins before J begins and ends during B?",9,"F ,I ",FALSE,16.051,"  FI",4,0.933333333333333,0.933333333333333,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0.933333333333333,"score_TRI",0,"?","?","neg.trans",-0.5,"unknown"
"0S724","11115","11115","winter22","asynch","Which shift(s) end at the same time as F?",10,"B ",FALSE,7.246," B",2,-0.0625,-0.0625,NA,NA,-0.0714285714285714,-0.0625,-0.0625,-0.0625,0,0,0,0,-0.0625,"score_TV_start",NA,NA,-0.0625,"score_TRI",0,"?","?","neg.trans",-0.5,"unknown"
"0S724","11115","11115","winter22","asynch","Which shift(s) start at 12pm?",11,"B ,F ",FALSE,21.62,"  BF",4,-0.125,1,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,1,"score_ORTH",1.125,"Orthogonal","Orthogonal","orthogonal",-1,"orth-like"
"0S724","11115","11115","winter22","asynch","Which shift(s) start at the same time as F?",12,"B ",FALSE,5.042," B",2,-0.0625,1,NA,NA,-0.0666666666666667,-0.0625,NA,-0.0625,0,0,0,0,-0.0625,"score_TV_start",NA,NA,1,"score_ORTH",1.0625,"Orthogonal","Orthogonal","orthogonal",-1,"orth-like"
"0S724","11115","11115","winter22","asynch","Which 2 shifts end when Z begins?",13,"D ,N ",FALSE,26.162,"  DN",4,-0.133333333333333,-0.133333333333333,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,-0.133333333333333,"score_TRI",0,"?","?","neg.trans",-0.5,"unknown"
"0S724","11115","11115","winter22","asynch","Which shift(s) end at 3pm?",14,"",FALSE,13.99,"",0,0,0,NA,NA,0,NA,0,0,0,0,0,0,0,"score_TV_max",NA,NA,0,"score_TRI",0,"blank","blank","neutral",0,"unknown"
"0S724","11115","11115","winter22","asynch","Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",15,"K ,X ",FALSE,18.334,"  KX",4,1,-0.133333333333333,NA,NA,0.666666666666667,-0.117647058823529,NA,NA,0,0,0,1,0.666666666666667,"score_TV_max",NA,NA,1,"score_TRI",1.13333333333333,"Triangular","Triangular","triangular",1,"tri-like"
"2W0WT","11115","11115","winter22","asynch","Which shift(s) start at 11 am?",1,"A ",FALSE,20.552," A",2,-0.0769230769230769,1,NA,NA,-0.0833333333333333,-0.0769230769230769,-0.0714285714285714,NA,0,0,0,0,-0.0714285714285714,"score_TV_end",NA,NA,1,"score_ORTH",1.07692307692308,"Orthogonal","Orthogonal","orthogonal",-1,"orth-like"
"2W0WT","11115","11115","winter22","asynch","Which shift(s) start at the same time as D?",2,"E ",FALSE,18.042," E",2,-0.0833333333333333,1,NA,NA,-0.111111111111111,-0.0909090909090909,-0.0769230769230769,-0.0769230769230769,0,0,0,0,-0.0769230769230769,"score_TV_end",NA,NA,1,"score_ORTH",1.08333333333333,"Orthogonal","Orthogonal","orthogonal",-1,"orth-like"
"2W0WT","11115","11115","winter22","asynch","Which shift(s) begin when C ends?",3,"A ",FALSE,8.551," A",2,-0.0833333333333333,-0.1,NA,NA,0.166666666666667,-0.0833333333333333,-0.0833333333333333,0.333333333333333,0,0,0,0,0.333333333333333,"score_TV_duration",NA,NA,0.333333333333333,"score_TVERSKY",0.433333333333333,"?","?","neg.trans",-0.5,"unknown"
"2W0WT","11115","11115","winter22","asynch","Which shift(s) end at 4 pm?",4,"E ",FALSE,16.185," E",2,-0.0714285714285714,-0.0833333333333333,NA,NA,-0.0769230769230769,-0.0714285714285714,-0.0714285714285714,NA,0,0,0,0,-0.0714285714285714,"score_TV_start",NA,NA,-0.0714285714285714,"score_TRI",0.0119047619047619,"?","?","neg.trans",-0.5,"unknown"
"2W0WT","11115","11115","winter22","asynch","Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",5,"O ",FALSE,26.67," O",2,1,-0.0769230769230769,NA,NA,-0.142857142857143,-0.0769230769230769,-0.0833333333333333,NA,0,0,0,1,-0.0769230769230769,"score_TV_start",NA,NA,1,"score_TRI",1.07692307692308,"Triangular","Triangular","triangular",1,"tri-like"
"2W0WT","11115","11115","winter22","asynch","Which shift(s) are six hours long?",6,"E ,G ",FALSE,7.216,"  EG",4,1,1,NA,NA,NA,NA,NA,NA,0,1,0,1,NA,NA,NA,NA,1,"score_TRI",0,"both tri + orth","both tri + orth","pos.trans",0.5,"tri-like"
"2W0WT","11115","11115","winter22","asynch","Which 2 shifts less than 5 hours long start at the same time?",7,"B ,F ",FALSE,14.03,"  BF",4,-0.125,1,NA,NA,-0.2,-0.125,-0.142857142857143,-0.125,0,0,0,0,-0.125,"score_TV_start",NA,NA,1,"score_ORTH",1.125,"Orthogonal","Orthogonal","orthogonal",-1,"orth-like"
"2W0WT","11115","11115","winter22","asynch","Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",8,"D ,E ,I ,J ,N ",FALSE,37.568,"     DEIJN",10,-0.333333333333333,0.733333333333333,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0.733333333333333,"score_ORTH",1.06666666666667,"frenzy","frenzy","neg.trans",-0.5,"unknown"
"2W0WT","11115","11115","winter22","asynch","Which shift(s) begins before J begins and ends during B?",9,"I ,M ",FALSE,49.531,"  IM",4,0.933333333333333,0.933333333333333,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0.933333333333333,"score_TRI",0,"?","?","neg.trans",-0.5,"unknown"
"2W0WT","11115","11115","winter22","asynch","Which shift(s) end at the same time as F?",10,"I ,J ",FALSE,19.263,"  IJ",4,-0.125,-0.125,NA,NA,-0.142857142857143,-0.125,-0.125,-0.125,0,0,0,0,-0.125,"score_TV_start",NA,NA,-0.125,"score_TRI",0,"?","?","neg.trans",-0.5,"unknown"
"2W0WT","11115","11115","winter22","asynch","Which shift(s) start at 12pm?",11,"B ,F ",FALSE,9.117,"  BF",4,-0.125,1,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,1,"score_ORTH",1.125,"Orthogonal","Orthogonal","orthogonal",-1,"orth-like"
"2W0WT","11115","11115","winter22","asynch","Which shift(s) start at the same time as F?",12,"B ",FALSE,10.045," B",2,-0.0625,1,NA,NA,-0.0666666666666667,-0.0625,NA,-0.0625,0,0,0,0,-0.0625,"score_TV_start",NA,NA,1,"score_ORTH",1.0625,"Orthogonal","Orthogonal","orthogonal",-1,"orth-like"
"2W0WT","11115","11115","winter22","asynch","Which 2 shifts end when Z begins?",13,"F ,X ",FALSE,39.735,"  FX",4,0.433333333333333,1,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,1,"score_ORTH",0.566666666666667,"Orthogonal","Orthogonal","orthogonal",-1,"orth-like"
"2W0WT","11115","11115","winter22","asynch","Which shift(s) end at 3pm?",14,"B ",FALSE,40.136," B",2,-0.0588235294117647,1,NA,NA,-0.0714285714285714,NA,-0.0588235294117647,-0.0666666666666667,0,0,0,0,-0.0588235294117647,"score_TV_end",NA,NA,1,"score_ORTH",1.05882352941176,"Orthogonal","Orthogonal","orthogonal",-1,"orth-like"
"2W0WT","11115","11115","winter22","asynch","Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",15,"B ,E ",FALSE,48.719,"  BE",4,-0.125,0.5,NA,NA,-0.133333333333333,-0.117647058823529,NA,NA,0,0,0,0,-0.117647058823529,"score_TV_start",NA,NA,0.5,"score_ORTH",0.625,"Orthogonal","Orthogonal","orthogonal",-1,"orth-like"
"NU6LU","11115","11115","winter22","asynch","Which shift(s) start at 11 am?",1,"A ",FALSE,16.673," A",2,-0.0769230769230769,1,NA,NA,-0.0833333333333333,-0.0769230769230769,-0.0714285714285714,NA,0,0,0,0,-0.0714285714285714,"score_TV_end",NA,NA,1,"score_ORTH",1.07692307692308,"Orthogonal","Orthogonal","orthogonal",-1,"orth-like"
"NU6LU","11115","11115","winter22","asynch","Which shift(s) start at the same time as D?",2,"E ",FALSE,9.909," E",2,-0.0833333333333333,1,NA,NA,-0.111111111111111,-0.0909090909090909,-0.0769230769230769,-0.0769230769230769,0,0,0,0,-0.0769230769230769,"score_TV_end",NA,NA,1,"score_ORTH",1.08333333333333,"Orthogonal","Orthogonal","orthogonal",-1,"orth-like"
"NU6LU","11115","11115","winter22","asynch","Which shift(s) begin when C ends?",3,"Z ",FALSE,34.394," Z",2,0,1,NA,NA,-0.125,-0.0833333333333333,0,-0.0909090909090909,0,0,0,0,0,"score_TV_end",NA,NA,1,"score_ORTH",1,"Orthogonal","Orthogonal","orthogonal",-1,"orth-like"
"NU6LU","11115","11115","winter22","asynch","Which shift(s) end at 4 pm?",4,"U ",FALSE,11.953," U",2,-0.0714285714285714,1,NA,NA,-0.0769230769230769,-0.0714285714285714,-0.0714285714285714,NA,0,0,0,0,-0.0714285714285714,"score_TV_start",NA,NA,1,"score_ORTH",1.07142857142857,"Orthogonal","Orthogonal","orthogonal",-1,"orth-like"
"NU6LU","11115","11115","winter22","asynch","Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",5,"U ",FALSE,103.548," U",2,-0.0909090909090909,1,NA,NA,0.333333333333333,-0.0769230769230769,0.5,NA,0,0,0,0,0.5,"score_TV_end",NA,NA,1,"score_ORTH",1.09090909090909,"Orthogonal","Orthogonal","orthogonal",-1,"orth-like"
"NU6LU","11115","11115","winter22","asynch","Which shift(s) are six hours long?",6,"E ,G ",FALSE,8.243,"  EG",4,1,1,NA,NA,NA,NA,NA,NA,0,1,0,1,NA,NA,NA,NA,1,"score_TRI",0,"both tri + orth","both tri + orth","pos.trans",0.5,"tri-like"
"NU6LU","11115","11115","winter22","asynch","Which 2 shifts less than 5 hours long start at the same time?",7,"B ,F ",FALSE,14.264,"  BF",4,-0.125,1,NA,NA,-0.2,-0.125,-0.142857142857143,-0.125,0,0,0,0,-0.125,"score_TV_start",NA,NA,1,"score_ORTH",1.125,"Orthogonal","Orthogonal","orthogonal",-1,"orth-like"
"NU6LU","11115","11115","winter22","asynch","Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",8,"E ",FALSE,34.33," E",2,-0.0666666666666667,1,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,1,"score_ORTH",1.06666666666667,"Orthogonal","Orthogonal","orthogonal",-1,"orth-like"
"NU6LU","11115","11115","winter22","asynch","Which shift(s) begins before J begins and ends during B?",9,"I ",FALSE,12.661," I",2,1,1,NA,NA,NA,NA,NA,NA,0,1,0,1,NA,NA,NA,NA,1,"score_TRI",0,"both tri + orth","both tri + orth","pos.trans",0.5,"tri-like"
"NU6LU","11115","11115","winter22","asynch","Which shift(s) end at the same time as F?",10,"X ",FALSE,30.603," X",2,-0.0625,1,NA,NA,-0.0714285714285714,-0.0625,-0.0625,-0.0625,0,0,0,0,-0.0625,"score_TV_start",NA,NA,1,"score_ORTH",1.0625,"Orthogonal","Orthogonal","orthogonal",-1,"orth-like"
"NU6LU","11115","11115","winter22","asynch","Which shift(s) start at 12pm?",11,"B ,F ",FALSE,7.576,"  BF",4,-0.125,1,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,1,"score_ORTH",1.125,"Orthogonal","Orthogonal","orthogonal",-1,"orth-like"
"NU6LU","11115","11115","winter22","asynch","Which shift(s) start at the same time as F?",12,"B ",FALSE,3.859," B",2,-0.0625,1,NA,NA,-0.0666666666666667,-0.0625,NA,-0.0625,0,0,0,0,-0.0625,"score_TV_start",NA,NA,1,"score_ORTH",1.0625,"Orthogonal","Orthogonal","orthogonal",-1,"orth-like"
"NU6LU","11115","11115","winter22","asynch","Which 2 shifts end when Z begins?",13,"F ,X ",FALSE,26.221,"  FX",4,0.433333333333333,1,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,1,"score_ORTH",0.566666666666667,"Orthogonal","Orthogonal","orthogonal",-1,"orth-like"
"NU6LU","11115","11115","winter22","asynch","Which shift(s) end at 3pm?",14,"B ",FALSE,29.408," B",2,-0.0588235294117647,1,NA,NA,-0.0714285714285714,NA,-0.0588235294117647,-0.0666666666666667,0,0,0,0,-0.0588235294117647,"score_TV_end",NA,NA,1,"score_ORTH",1.05882352941176,"Orthogonal","Orthogonal","orthogonal",-1,"orth-like"
